,Index,Predicted_values,original
337,1,0,0
329,2,1,0
493,3,0,0
407,4,0,0
439,5,0,0
2,6,0,0
109,7,0,0
32,8,0,0
271,9,0,0
92,10,0,0
176,11,0,0
339,12,0,0
327,13,0,0
102,14,0,0
539,15,0,0
244,16,0,0
536,17,0,0
218,18,0,0
332,19,0,0
81,20,0,0
192,21,0,0
510,22,0,0
378,23,0,0
425,24,0,0
93,25,0,0
120,26,0,0
433,27,0,0
204,28,0,0
139,29,0,0
455,30,0,0
29,31,0,0
335,32,0,0
516,33,0,0
392,34,0,0
265,35,0,0
19,36,1,0
158,37,0,0
513,38,1,0
153,39,0,0
30,40,0,0
62,41,0,0
249,42,0,0
24,43,0,0
129,44,0,0
469,45,1,0
396,46,0,0
4,47,0,0
522,48,1,0
311,49,0,0
492,50,1,0
86,51,0,0
69,52,0,0
276,53,0,0
400,54,0,0
137,55,0,0
262,56,0,0
138,57,0,0
456,58,0,0
14,59,0,0
247,60,0,0
446,61,0,0
432,62,0,0
242,63,0,0
411,64,0,0
194,65,0,0
83,66,0,0
74,67,0,0
38,68,0,0
471,69,0,0
319,70,0,0
161,71,0,0
424,72,1,0
436,73,0,0
417,74,0,0
89,75,0,0
538,76,0,0
263,77,0,0
230,78,0,0
57,79,0,0
111,80,0,0
36,81,0,0
214,82,0,0
258,83,0,0
397,84,0,0
28,85,1,0
386,86,0,0
172,87,1,0
442,88,0,0
528,89,0,0
49,90,0,0
207,91,0,0
373,92,0,0
352,93,0,0
166,94,0,0
48,95,0,0
535,96,0,0
422,97,0,0
521,98,0,0
209,99,0,0
529,100,0,0
251,101,0,0
515,102,1,0
368,103,0,0
447,104,0,0
294,105,0,0
213,106,0,0
171,107,0,0
393,108,0,0
364,109,0,0
344,110,0,0
246,111,0,0
26,112,0,0
133,113,0,0
225,114,0,0
96,115,0,0
188,116,0,0
453,117,0,0
130,118,0,0
334,119,1,0
197,120,0,0
428,121,0,0
151,122,0,0
341,123,0,0
475,124,0,0
108,125,0,0
98,126,0,0
443,127,0,0
110,128,0,0
238,129,0,0
198,130,0,0
435,131,0,0
52,132,0,0
159,133,0,0
273,134,0,0
148,135,0,0
107,136,0,0
80,137,0,0
401,138,0,0
472,139,0,0
527,140,0,0
317,141,0,0
70,142,0,0
404,143,0,0
182,144,1,0
124,145,0,0
314,146,0,0
405,147,0,0
211,148,0,0
184,149,1,0
270,150,0,0
165,151,0,0
524,152,0,0
384,153,1,0
132,154,0,0
104,155,0,0
219,156,0,0
202,157,0,0
427,158,0,0
366,159,0,0
537,160,0,0
55,161,0,0
421,162,0,0
