,Index,Predicted_values,original
125,1,0,0
107,2,0,0
239,3,0,0
105,4,0,0
232,5,0,0
347,6,1,0
527,7,0,0
507,8,0,0
466,9,0,0
315,10,1,0
97,11,0,0
328,12,0,0
386,13,0,0
342,14,0,0
387,15,0,0
309,16,0,0
106,17,0,0
353,18,0,0
230,19,0,0
165,20,0,0
431,21,0,0
465,22,0,0
44,23,0,0
85,24,0,0
272,25,0,0
444,26,0,0
116,27,1,0
0,28,0,0
322,29,0,0
296,30,0,0
95,31,1,0
338,32,0,0
289,33,0,0
402,34,0,0
70,35,0,0
271,36,0,0
200,37,0,0
279,38,0,0
172,39,0,0
109,40,1,0
253,41,0,0
314,42,0,0
326,43,1,0
437,44,1,0
491,45,0,0
150,46,0,0
104,47,0,0
214,48,0,0
94,49,0,0
98,50,0,0
173,51,0,0
436,52,0,0
58,53,0,0
523,54,0,0
371,55,1,0
196,56,0,0
145,57,0,0
2,58,0,0
407,59,0,0
455,60,0,0
469,61,0,0
450,62,0,0
127,63,0,0
218,64,0,0
254,65,0,0
68,66,0,0
310,67,0,0
176,68,0,0
532,69,0,0
512,70,0,0
515,71,0,0
118,72,0,0
435,73,0,0
29,74,0,0
203,75,0,0
48,76,0,0
220,77,0,0
321,78,0,0
40,79,0,0
244,80,0,0
210,81,0,0
146,82,0,0
453,83,0,0
481,84,0,0
26,85,0,0
373,86,1,0
30,87,0,0
323,88,0,0
59,89,0,0
24,90,0,0
359,91,0,0
403,92,1,0
149,93,0,0
423,94,0,0
17,95,1,0
249,96,0,0
120,97,0,0
299,98,0,0
54,99,0,0
293,100,1,0
354,101,0,0
438,102,1,0
102,103,0,0
147,104,0,0
169,105,0,0
327,106,0,0
264,107,0,0
35,108,0,0
482,109,0,0
508,110,0,0
349,111,0,0
325,112,0,0
284,113,0,0
273,114,0,0
252,115,0,0
213,116,0,0
135,117,0,0
113,118,0,0
12,119,0,0
189,120,0,0
69,121,0,0
446,122,0,0
142,123,0,0
413,124,0,0
157,125,0,0
528,126,0,0
391,127,0,0
524,128,0,0
136,129,0,0
240,130,0,0
270,131,0,0
290,132,0,0
134,133,0,0
356,134,0,0
123,135,0,0
164,136,0,0
285,137,0,0
392,138,0,0
440,139,0,0
15,140,0,0
395,141,1,0
467,142,0,0
215,143,0,0
300,144,0,0
522,145,0,0
64,146,0,0
199,147,0,0
516,148,0,0
476,149,0,0
396,150,0,0
471,151,0,0
505,152,0,0
343,153,0,0
346,154,0,0
154,155,0,0
442,156,0,0
158,157,0,0
366,158,0,0
427,159,0,0
304,160,0,0
439,161,0,0
163,162,0,0
141,163,1,0
419,164,0,0
380,165,0,0
445,166,0,0
9,167,0,0
133,168,0,0
463,169,0,0
126,170,0,0
390,171,0,0
266,172,0,0
358,173,0,0
93,174,0,0
355,175,0,0
195,176,0,0
14,177,0,0
192,178,0,0
216,179,0,0
111,180,0,0
180,181,0,0
190,182,0,0
333,183,0,0
13,184,0,0
369,185,0,0
4,186,0,0
361,187,0,0
474,188,0,0
393,189,0,0
268,190,0,0
334,191,0,0
92,192,0,0
411,193,0,0
46,194,0,0
502,195,0,0
175,196,0,0
221,197,0,0
178,198,0,0
511,199,0,0
429,200,0,0
6,201,0,0
311,202,0,0
78,203,0,0
384,204,0,0
235,205,0,0
504,206,0,0
251,207,0,0
103,208,0,0
348,209,0,0
492,210,0,0
56,211,0,0
430,212,0,0
336,213,0,0
538,214,0,0
281,215,0,0
72,216,0,0
489,217,0,0
28,218,0,0
288,219,0,0
519,220,0,0
412,221,0,0
137,222,0,0
449,223,0,0
292,224,0,0
77,225,0,0
258,226,0,0
86,227,0,0
470,228,0,0
219,229,0,0
23,230,0,0
19,231,0,0
477,232,0,0
286,233,0,0
490,234,0,0
148,235,0,0
478,236,0,0
138,237,0,0
5,238,0,0
534,239,0,0
382,240,0,0
531,241,0,0
425,242,0,0
319,243,0,0
130,244,0,0
303,245,0,0
96,246,0,0
302,247,0,0
496,248,0,0
55,249,0,0
42,250,0,0
101,251,0,0
38,252,0,0
517,253,0,0
497,254,0,0
231,255,0,0
262,256,0,0
461,257,0,0
495,258,0,0
318,259,0,0
205,260,0,0
186,261,0,0
468,262,0,0
363,263,0,0
11,264,0,0
324,265,0,0
417,266,0,0
434,267,0,0
377,268,0,0
39,269,0,0
225,270,0,0
344,271,0,0
119,272,0,0
332,273,0,0
480,274,0,0
405,275,0,0
362,276,0,0
475,277,0,0
368,278,0,0
269,279,0,0
110,280,0,0
115,281,0,0
529,282,0,0
282,283,0,0
62,284,0,0
256,285,0,0
88,286,0,0
25,287,0,0
185,288,0,0
224,289,0,0
352,290,0,0
32,291,0,0
265,292,0,0
114,293,0,0
174,294,0,0
367,295,0,0
193,296,0,0
364,297,0,0
233,298,0,0
3,299,0,0
248,300,0,0
143,301,0,0
99,302,0,0
280,303,0,0
1,304,0,0
276,305,0,0
406,306,0,0
43,307,0,0
418,308,0,0
536,309,0,0
457,310,0,0
320,311,0,0
47,312,0,0
241,313,0,0
383,314,0,0
60,315,0,0
206,316,0,0
208,317,0,0
357,318,0,0
229,319,0,0
509,320,0,0
460,321,0,0
76,322,0,0
454,323,0,0
31,324,0,0
378,325,0,0
194,326,0,0
226,327,0,0
83,328,0,0
33,329,0,0
238,330,0,0
49,331,0,0
21,332,0,0
526,333,0,0
255,334,0,0
155,335,0,0
245,336,1,0
171,337,0,0
297,338,0,0
521,339,0,0
421,340,0,0
433,341,0,0
228,342,0,0
494,343,0,0
416,344,0,0
479,345,0,0
404,346,0,0
503,347,0,0
144,348,0,0
451,349,0,0
128,350,0,0
124,351,0,0
330,352,0,0
250,353,0,0
312,354,0,0
422,355,0,0
331,356,0,0
217,357,0,0
247,358,0,0
188,359,0,0
87,360,0,0
260,361,0,1
152,362,0,1
388,363,0,1
401,364,0,1
52,365,0,1
301,366,0,1
498,367,0,1
340,368,0,1
295,369,0,1
410,370,0,1
139,371,0,1
456,372,0,1
389,373,0,1
90,374,0,1
443,375,0,1
316,376,0,1
63,377,0,1
385,378,0,1
484,379,0,1
339,380,0,1
337,381,0,1
80,382,0,1
71,383,0,1
182,384,0,1
313,385,0,1
73,386,0,1
211,387,0,1
79,388,0,1
67,389,0,1
533,390,0,1
432,391,0,1
10,392,0,1
65,393,0,1
394,394,0,1
287,395,1,1
294,396,0,1
131,397,0,1
305,398,0,1
234,399,0,1
140,400,0,1
424,401,1,1
202,402,0,1
379,403,1,1
308,404,1,1
45,405,1,1
212,406,1,1
84,407,0,1
243,408,0,1
91,409,0,1
197,410,0,1
441,411,0,1
277,412,1,1
50,413,1,1
242,414,1,1
374,415,1,1
317,416,0,1
16,417,1,1
472,418,1,1
132,419,1,1
209,420,1,1
166,421,1,1
447,422,0,1
75,423,1,1
207,424,1,1
57,425,1,1
22,426,0,1
448,427,0,1
426,428,1,1
170,429,0,1
198,430,1,1
162,431,0,1
227,432,1,1
153,433,0,1
61,434,1,1
360,435,1,1
259,436,1,1
485,437,0,1
167,438,1,1
36,439,0,1
168,440,1,1
267,441,1,1
483,442,1,1
27,443,1,1
530,444,0,1
237,445,1,1
89,446,1,1
399,447,1,1
121,448,1,1
261,449,1,1
81,450,1,1
464,451,0,1
66,452,1,1
499,453,1,1
514,454,0,1
177,455,0,1
398,456,0,1
375,457,0,1
108,458,0,1
335,459,1,1
156,460,0,1
223,461,1,1
381,462,0,1
341,463,1,1
283,464,0,1
278,465,1,1
415,466,0,1
487,467,1,1
181,468,1,1
345,469,1,1
462,470,1,1
274,471,1,1
191,472,1,1
420,473,0,1
236,474,0,1
397,475,1,1
400,476,1,1
129,477,1,1
452,478,0,1
18,479,0,1
298,480,1,1
112,481,0,1
222,482,1,1
500,483,0,1
184,484,1,1
51,485,1,1
518,486,1,1
486,487,1,1
179,488,1,1
520,489,0,1
365,490,0,1
183,491,0,1
501,492,1,1
151,493,1,1
409,494,0,1
329,495,1,1
41,496,0,1
537,497,1,1
506,498,1,1
370,499,1,1
428,500,1,1
414,501,1,1
539,502,1,1
187,503,0,1
20,504,0,1
37,505,0,1
351,506,0,1
160,507,1,1
82,508,1,1
291,509,1,1
74,510,1,1
7,511,1,1
408,512,1,1
458,513,1,1
204,514,1,1
257,515,1,1
263,516,1,1
117,517,1,1
100,518,1,1
493,519,1,1
159,520,1,1
488,521,1,1
246,522,1,1
372,523,1,1
8,524,1,1
201,525,1,1
53,526,1,1
459,527,1,1
161,528,1,1
535,529,1,1
350,530,1,1
376,531,1,1
275,532,0,1
307,533,1,1
473,534,1,1
510,535,1,1
34,536,1,1
122,537,1,1
525,538,1,1
306,539,1,1
513,540,1,1
