,Index,Predicted_values,original
508,1,0,0
306,2,0,0
187,3,0,0
406,4,0,0
457,5,0,0
148,6,0,0
4,7,0,0
507,8,0,0
191,9,0,0
235,10,0,0
131,11,0,0
51,12,0,0
144,13,0,0
477,14,0,0
348,15,0,0
479,16,0,0
295,17,0,0
17,18,0,0
50,19,0,0
458,20,0,0
143,21,0,0
289,22,0,0
463,23,0,0
522,24,0,0
68,25,0,0
244,26,0,0
539,27,0,0
150,28,0,0
109,29,0,0
157,30,1,0
408,31,0,0
392,32,0,0
370,33,0,0
59,34,0,0
450,35,0,0
215,36,0,0
374,37,0,0
380,38,0,0
313,39,0,0
275,40,0,0
172,41,0,0
81,42,0,0
115,43,0,0
248,44,0,0
476,45,0,0
198,46,0,0
442,47,0,0
10,48,0,0
412,49,0,0
448,50,0,0
535,51,0,0
209,52,0,0
423,53,0,0
281,54,0,0
158,55,0,0
384,56,0,0
72,57,0,0
102,58,0,0
193,59,0,0
47,60,1,0
175,61,0,0
387,62,0,0
424,63,0,0
527,64,0,0
396,65,1,0
325,66,0,0
225,67,0,0
514,68,0,0
39,69,0,0
441,70,0,0
206,71,0,0
366,72,0,0
85,73,0,0
267,74,0,0
515,75,0,0
263,76,0,0
400,77,0,0
452,78,0,0
3,79,0,0
118,80,0,0
40,81,0,0
65,82,0,0
280,83,0,0
61,84,0,0
121,85,0,0
57,86,0,0
259,87,0,0
6,88,0,0
106,89,0,0
92,90,0,0
11,91,0,0
489,92,0,0
394,93,0,0
2,94,0,0
43,95,0,0
344,96,0,0
179,97,0,0
278,98,0,0
350,99,0,0
153,100,0,0
425,101,0,0
420,102,0,0
418,103,0,0
80,104,1,0
393,105,1,0
183,106,0,0
160,107,0,0
287,108,0,0
377,109,0,0
351,110,0,0
331,111,0,0
54,112,0,0
261,113,0,0
177,114,0,0
334,115,0,0
140,116,0,0
523,117,0,0
451,118,0,0
307,119,0,0
269,120,0,0
166,121,0,0
465,122,0,0
114,123,0,0
266,124,0,0
389,125,0,0
486,126,0,0
250,127,0,0
164,128,0,0
199,129,0,0
24,130,0,0
223,131,0,0
12,132,0,0
444,133,0,0
525,134,1,0
22,135,1,0
320,136,0,0
152,137,0,0
32,138,1,0
52,139,0,0
112,140,0,0
426,141,0,0
329,142,0,0
491,143,0,0
376,144,0,0
371,145,0,0
404,146,0,0
213,147,0,0
276,148,0,0
33,149,0,0
229,150,0,0
435,151,0,0
533,152,0,0
524,153,0,0
471,154,0,0
257,155,0,0
91,156,0,0
315,157,0,0
185,158,0,0
480,159,0,0
383,160,0,0
402,161,0,0
403,162,0,0
413,163,0,0
138,164,0,0
202,165,0,0
58,166,0,0
246,167,0,0
176,168,0,0
308,169,0,0
228,170,0,0
41,171,0,0
492,172,0,0
238,173,0,0
536,174,0,0
447,175,0,0
333,176,0,0
127,177,0,0
359,178,0,0
162,179,0,0
98,180,0,0
349,181,0,0
482,182,0,0
513,183,0,0
178,184,0,0
239,185,0,0
189,186,0,0
163,187,0,0
110,188,0,0
180,189,0,0
167,190,0,0
35,191,0,0
137,192,0,0
16,193,0,0
135,194,0,0
459,195,0,0
473,196,0,0
500,197,0,0
168,198,0,0
134,199,0,0
262,200,0,0
18,201,1,0
96,202,0,0
497,203,0,0
111,204,0,0
128,205,0,0
373,206,0,0
78,207,0,0
355,208,0,0
503,209,0,0
23,210,0,0
431,211,0,0
445,212,0,0
326,213,0,0
220,214,0,0
8,215,0,0
310,216,1,0
117,217,0,0
93,218,0,0
316,219,0,0
279,220,0,0
505,221,0,0
385,222,0,0
386,223,0,0
63,224,0,0
130,225,0,0
62,226,0,0
142,227,0,0
429,228,0,0
339,229,0,0
498,230,0,0
139,231,0,0
405,232,0,0
488,233,0,0
190,234,0,0
353,235,0,0
494,236,0,0
230,237,0,0
141,238,0,0
336,239,0,0
264,240,0,0
236,241,0,0
245,242,1,0
343,243,0,0
317,244,1,0
391,245,1,0
216,246,0,0
304,247,0,0
234,248,0,0
219,249,0,0
378,250,0,0
286,251,0,0
379,252,0,0
330,253,0,0
461,254,0,0
322,255,0,0
146,256,0,0
363,257,0,0
36,258,0,0
145,259,0,0
483,260,0,0
490,261,0,0
422,262,0,0
188,263,0,0
21,264,0,0
460,265,0,0
212,266,0,0
347,267,0,0
45,268,0,0
255,269,0,0
268,270,0,0
66,271,0,0
69,272,0,0
55,273,0,0
149,274,0,0
511,275,0,0
293,276,0,0
372,277,0,0
67,278,0,0
26,279,0,0
89,280,0,0
297,281,0,0
214,282,0,0
154,283,0,0
88,284,0,0
108,285,0,0
200,286,1,0
104,287,1,0
283,288,0,0
159,289,0,0
0,290,0,0
210,291,0,0
217,292,0,0
5,293,0,0
77,294,0,0
361,295,0,0
296,296,0,0
136,297,0,0
184,298,0,0
302,299,0,0
338,300,0,0
430,301,0,0
87,302,1,0
436,303,0,0
437,304,0,0
469,305,0,0
466,306,0,0
103,307,1,0
467,308,0,0
