,Index,Predicted_values,original
122,1,0,0
24,2,0,0
192,3,0,0
308,4,0,0
304,5,1,0
290,6,0,0
285,7,0,0
64,8,0,0
275,9,0,0
301,10,1,0
496,11,1,0
237,12,0,0
447,13,0,0
316,14,0,0
530,15,1,0
354,16,1,0
529,17,1,0
143,18,0,0
130,19,1,0
511,20,0,0
287,21,1,0
390,22,1,0
430,23,0,0
261,24,0,0
514,25,0,0
349,26,1,0
215,27,0,0
528,28,1,0
481,29,0,0
472,30,0,0
450,31,0,0
425,32,0,0
211,33,1,0
57,34,0,0
474,35,0,0
419,36,0,0
17,37,0,0
300,38,0,0
144,39,0,0
487,40,0,0
348,41,0,0
92,42,0,0
478,43,0,0
41,44,0,0
246,45,0,0
162,46,1,0
460,47,1,0
150,48,0,0
434,49,0,0
408,50,0,0
456,51,0,0
152,52,0,0
341,53,0,0
37,54,0,0
295,55,0,0
338,56,0,0
29,57,0,0
134,58,0,0
441,59,0,0
115,60,0,0
245,61,0,0
297,62,0,0
503,63,0,0
351,64,0,0
105,65,0,0
135,66,0,0
352,67,0,0
400,68,0,0
302,69,0,0
96,70,0,0
510,71,0,0
296,72,0,0
454,73,0,0
398,74,0,0
278,75,0,0
225,76,0,0
455,77,0,0
491,78,0,0
404,79,0,0
329,80,0,0
233,81,0,0
149,82,0,0
203,83,0,0
396,84,0,0
93,85,0,0
484,86,0,0
280,87,0,0
74,88,0,0
15,89,0,0
405,90,0,0
392,91,1,0
48,92,0,0
200,93,0,0
182,94,0,0
515,95,1,0
0,96,0,0
355,97,0,0
161,98,0,0
422,99,0,0
281,100,0,0
309,101,0,0
443,102,0,0
386,103,0,0
53,104,0,0
42,105,0,0
82,106,0,0
20,107,0,0
465,108,0,0
171,109,0,0
513,110,0,0
125,111,0,0
238,112,0,0
243,113,0,0
323,114,0,0
533,115,0,0
46,116,0,0
123,117,0,0
190,118,0,0
55,119,0,0
260,120,0,0
420,121,0,0
353,122,0,0
176,123,0,0
62,124,0,0
166,125,0,0
183,126,0,0
535,127,0,0
254,128,0,0
516,129,0,0
330,130,0,0
525,131,0,0
538,132,0,0
499,133,0,0
289,134,0,0
385,135,0,0
196,136,0,0
241,137,0,0
519,138,0,0
139,139,0,0
347,140,0,0
177,141,0,0
168,142,0,0
326,143,0,0
76,144,0,0
131,145,0,0
365,146,0,0
70,147,0,0
340,148,0,0
449,149,1,0
506,150,0,0
6,151,0,0
151,152,0,0
473,153,0,0
391,154,0,0
438,155,0,0
377,156,0,0
331,157,0,0
531,158,0,0
483,159,0,0
179,160,0,0
205,161,0,0
428,162,0,0
178,163,0,0
358,164,0,0
193,165,0,0
277,166,0,0
19,167,0,0
458,168,0,0
75,169,0,0
133,170,0,0
475,171,0,0
188,172,0,0
435,173,0,0
451,174,0,0
113,175,0,0
124,176,0,0
213,177,0,0
437,178,0,0
334,179,0,0
387,180,0,0
286,181,0,0
36,182,0,0
374,183,1,0
95,184,0,0
35,185,0,0
175,186,0,0
86,187,0,0
467,188,0,0
204,189,0,0
140,190,0,0
