,Index,Predicted_values,original
449,1,0,0
461,2,1,0
252,3,1,0
225,4,1,0
512,5,1,0
478,6,0,0
30,7,0,0
23,8,0,0
272,9,0,0
374,10,0,0
336,11,1,0
318,12,1,0
339,13,1,0
503,14,0,0
484,15,0,0
195,16,1,0
294,17,1,0
207,18,1,0
437,19,0,0
67,20,1,0
231,21,0,0
93,22,1,0
363,23,1,0
33,24,1,0
439,25,0,0
111,26,0,0
344,27,0,0
100,28,0,0
271,29,1,0
375,30,0,0
221,31,1,0
311,32,0,0
519,33,1,0
391,34,0,0
216,35,1,0
445,36,1,0
41,37,0,0
203,38,1,0
482,39,0,0
289,40,0,0
261,41,0,0
77,42,0,0
471,43,0,0
145,44,0,0
144,45,0,0
45,46,0,0
95,47,0,0
366,48,0,0
353,49,0,0
59,50,0,0
333,51,0,0
202,52,0,0
419,53,0,0
518,54,0,0
450,55,0,0
228,56,0,0
2,57,0,0
236,58,0,0
155,59,0,0
310,60,0,0
340,61,0,0
165,62,0,0
297,63,0,0
139,64,0,0
314,65,0,0
502,66,0,0
186,67,0,0
538,68,0,0
51,69,0,0
474,70,0,0
37,71,0,0
179,72,0,0
349,73,0,0
395,74,0,0
82,75,0,0
331,76,0,0
462,77,0,0
61,78,0,0
106,79,0,0
313,80,0,0
211,81,0,0
514,82,0,0
74,83,0,0
185,84,0,0
293,85,0,0
424,86,0,0
377,87,0,0
177,88,0,0
114,89,0,0
48,90,0,0
127,91,0,0
50,92,0,0
295,93,0,0
465,94,0,0
201,95,0,0
166,96,0,0
130,97,0,0
76,98,0,0
175,99,0,0
157,100,0,0
451,101,0,0
85,102,0,0
359,103,0,0
1,104,0,0
396,105,0,0
112,106,0,0
341,107,0,0
210,108,0,0
16,109,0,0
149,110,0,0
60,111,0,0
319,112,0,0
242,113,0,0
354,114,0,0
183,115,0,0
69,116,0,0
43,117,1,0
259,118,0,0
11,119,0,0
428,120,0,0
423,121,0,0
75,122,0,0
468,123,0,0
36,124,0,0
255,125,0,0
98,126,0,0
436,127,0,0
415,128,0,0
12,129,0,0
10,130,0,0
109,131,0,0
486,132,0,0
260,133,0,0
491,134,0,0
350,135,0,0
34,136,0,0
174,137,1,0
267,138,0,0
332,139,0,0
480,140,0,0
46,141,1,0
97,142,0,0
128,143,0,0
508,144,0,0
161,145,1,0
137,146,0,0
258,147,0,0
321,148,0,0
199,149,1,0
533,150,0,0
143,151,1,0
131,152,0,0
107,153,0,0
244,154,0,0
63,155,0,0
20,156,0,0
188,157,0,0
142,158,0,0
324,159,0,0
104,160,0,0
459,161,0,0
371,162,0,0
298,163,1,0
334,164,0,0
21,165,0,0
364,166,0,0
434,167,0,0
245,168,0,0
475,169,0,0
453,170,0,0
488,171,0,0
140,172,0,0
526,173,0,0
136,174,0,0
220,175,0,0
168,176,0,0
152,177,0,0
279,178,0,0
24,179,0,0
246,180,1,0
217,181,0,0
257,182,0,0
17,183,0,0
84,184,0,0
400,185,0,0
4,186,0,0
417,187,0,0
394,188,0,0
238,189,0,0
86,190,0,0
292,191,0,0
426,192,0,0
180,193,0,0
513,194,0,0
172,195,0,0
209,196,0,0
357,197,0,0
147,198,0,0
444,199,0,0
309,200,0,0
376,201,0,0
440,202,0,0
58,203,0,0
167,204,0,0
338,205,0,0
499,206,1,0
285,207,0,0
497,208,0,0
492,209,0,0
126,210,0,0
320,211,1,0
123,212,0,0
427,213,0,0
133,214,0,0
28,215,0,0
495,216,0,0
212,217,0,0
119,218,0,0
476,219,0,0
345,220,0,0
269,221,1,0
507,222,0,0
52,223,1,0
256,224,0,0
458,225,0,0
304,226,0,0
44,227,0,0
226,228,1,0
483,229,0,0
425,230,0,0
392,231,0,0
390,232,0,0
455,233,0,0
381,234,0,0
537,235,0,0
218,236,0,0
398,237,0,0
352,238,0,0
322,239,0,0
204,240,0,0
379,241,0,0
358,242,1,0
337,243,0,0
15,244,0,0
49,245,0,0
64,246,0,0
173,247,0,0
248,248,0,0
213,249,0,0
235,250,0,0
163,251,0,0
