,Index,Predicted_values,original
104,1,0,0
84,2,0,0
161,3,0,0
325,4,0,0
248,5,0,0
133,6,0,0
262,7,0,0
421,8,0,0
95,9,0,0
272,10,0,0
281,11,0,0
107,12,0,0
473,13,0,0
258,14,0,0
220,15,0,0
129,16,0,0
279,17,0,0
231,18,0,0
483,19,0,0
240,20,0,0
188,21,0,0
221,22,0,0
69,23,0,0
140,24,1,0
386,25,0,0
253,26,0,0
180,27,0,0
200,28,0,0
8,29,0,0
204,30,0,0
459,31,0,0
318,32,0,0
380,33,0,0
67,34,0,0
113,35,0,0
75,36,0,0
410,37,0,0
447,38,0,0
314,39,0,0
61,40,0,0
102,41,0,0
57,42,0,0
149,43,0,0
154,44,0,0
171,45,0,0
345,46,0,0
354,47,1,0
507,48,0,0
310,49,0,0
388,50,0,0
197,51,0,0
425,52,0,0
9,53,0,0
235,54,0,0
329,55,0,0
400,56,0,0
81,57,0,0
320,58,0,0
362,59,0,0
439,60,0,0
239,61,0,0
478,62,0,0
62,63,0,0
298,64,0,0
135,65,0,0
147,66,0,0
37,67,0,0
356,68,0,0
397,69,0,0
132,70,0,0
438,71,0,0
179,72,0,0
70,73,1,0
415,74,1,0
409,75,1,0
411,76,0,0
264,77,0,0
93,78,0,0
166,79,0,0
465,80,0,0
148,81,0,0
41,82,0,0
485,83,0,0
118,84,0,0
499,85,0,0
246,86,0,0
535,87,0,0
350,88,0,0
332,89,0,0
327,90,0,0
212,91,0,0
131,92,0,0
23,93,0,0
495,94,0,0
24,95,0,0
20,96,0,0
533,97,0,0
434,98,0,0
124,99,1,0
236,100,0,0
419,101,0,0
94,102,1,0
506,103,0,0
244,104,0,0
334,105,0,0
278,106,0,0
123,107,0,0
339,108,0,0
134,109,0,0
222,110,0,0
156,111,0,0
174,112,0,0
155,113,0,0
349,114,0,0
391,115,0,0
255,116,0,0
361,117,0,0
412,118,1,0
297,119,0,0
0,120,0,0
288,121,0,0
515,122,0,0
11,123,0,0
370,124,0,0
237,125,0,0
99,126,0,0
243,127,1,0
234,128,1,0
396,129,0,0
433,130,0,0
130,131,0,0
498,132,0,0
230,133,0,0
324,134,0,0
457,135,0,0
92,136,0,0
190,137,0,0
160,138,0,0
122,139,0,0
110,140,0,0
454,141,0,0
116,142,0,0
331,143,0,0
326,144,0,0
32,145,0,0
184,146,0,0
35,147,1,0
58,148,0,0
91,149,0,0
5,150,0,0
302,151,0,0
241,152,0,0
283,153,0,0
328,154,0,0
414,155,0,0
76,156,0,0
48,157,1,0
141,158,0,0
146,159,0,0
68,160,0,0
422,161,0,0
477,162,0,0
449,163,0,0
54,164,0,0
268,165,0,0
86,166,0,0
365,167,0,0
120,168,0,0
469,169,0,0
357,170,0,0
455,171,0,0
372,172,0,0
286,173,0,0
172,174,0,0
428,175,0,0
385,176,0,0
443,177,0,0
316,178,0,0
403,179,0,0
401,180,0,0
183,181,0,0
274,182,0,0
187,183,0,0
480,184,0,0
379,185,0,0
363,186,0,0
405,187,0,0
435,188,0,0
445,189,0,0
90,190,0,0
463,191,0,0
460,192,0,0
431,193,1,0
387,194,0,0
513,195,0,0
82,196,0,0
13,197,0,0
275,198,0,0
219,199,0,0
125,200,0,0
330,201,0,0
260,202,0,0
202,203,0,0
63,204,1,0
17,205,0,0
211,206,0,0
7,207,0,0
136,208,0,0
406,209,0,0
6,210,0,0
139,211,0,0
464,212,0,0
429,213,1,0
25,214,0,0
284,215,0,0
504,216,0,0
378,217,0,0
437,218,0,0
2,219,0,0
106,220,0,0
494,221,1,0
18,222,1,0
249,223,0,0
453,224,0,0
517,225,0,0
444,226,0,0
462,227,0,0
474,228,0,0
308,229,0,0
40,230,0,0
303,231,0,0
450,232,0,0
44,233,0,0
4,234,0,0
337,235,0,0
39,236,0,0
98,237,0,0
196,238,0,0
338,239,0,0
285,240,0,0
53,241,0,0
482,242,0,0
333,243,0,0
424,244,0,0
512,245,0,0
10,246,0,0
89,247,0,0
238,248,0,0
143,249,0,0
36,250,0,0
426,251,0,0
402,252,0,0
531,253,0,0
52,254,0,0
144,255,1,0
22,256,1,0
373,257,0,0
315,258,0,0
359,259,0,0
209,260,0,0
163,261,0,0
175,262,0,0
265,263,1,0
335,264,0,0
114,265,0,0
97,266,1,0
344,267,0,0
374,268,1,0
404,269,1,0
521,270,0,0
519,271,0,0
217,272,0,0
487,273,0,0
151,274,0,0
289,275,0,0
201,276,0,0
26,277,1,0
195,278,0,0
536,279,0,0
228,280,1,0
505,281,0,0
369,282,0,0
100,283,0,0
27,284,0,0
88,285,0,0
496,286,1,0
14,287,1,0
502,288,0,0
233,289,0,0
353,290,0,0
509,291,0,0
475,292,0,0
417,293,1,0
451,294,1,0
45,295,0,0
516,296,0,0
277,297,0,0
261,298,1,0
503,299,1,0
392,300,0,0
83,301,0,0
50,302,0,0
213,303,0,0
186,304,0,0
169,305,1,0
290,306,0,0
352,307,0,0
322,308,0,0
15,309,0,0
101,310,0,0
312,311,0,0
340,312,0,0
117,313,0,0
390,314,0,0
468,315,0,0
252,316,0,0
227,317,1,0
461,318,0,0
77,319,0,0
173,320,0,0
493,321,0,0
341,322,0,0
115,323,0,0
38,324,1,0
336,325,1,0
74,326,1,0
263,327,1,0
256,328,1,0
393,329,1,0
111,330,1,0
65,331,1,0
420,332,0,0
3,333,1,0
73,334,1,0
307,335,1,0
181,336,1,0
346,337,1,0
150,338,0,0
46,339,1,0
214,340,0,0
389,341,0,0
360,342,1,0
368,343,0,0
472,344,1,0
347,345,0,0
511,346,1,0
105,347,1,0
528,348,1,0
210,349,1,0
348,350,0,0
427,351,1,0
287,352,0,0
534,353,1,0
72,354,0,0
250,355,0,0
319,356,1,0
430,357,1,0
488,358,1,0
441,359,1,0
59,360,1,0
208,361,1,1
384,362,0,1
413,363,1,1
518,364,0,1
108,365,1,1
259,366,0,1
514,367,0,1
273,368,0,1
85,369,1,1
158,370,0,1
164,371,1,1
442,372,0,1
103,373,0,1
205,374,0,1
207,375,0,1
304,376,1,1
484,377,0,1
399,378,1,1
226,379,1,1
245,380,1,1
299,381,0,1
229,382,0,1
51,383,0,1
306,384,1,1
42,385,1,1
194,386,1,1
492,387,1,1
440,388,1,1
446,389,1,1
56,390,1,1
137,391,0,1
381,392,1,1
539,393,1,1
432,394,0,1
500,395,0,1
19,396,1,1
481,397,1,1
351,398,1,1
206,399,0,1
167,400,0,1
523,401,1,1
416,402,0,1
128,403,0,1
364,404,1,1
458,405,0,1
394,406,0,1
34,407,1,1
313,408,1,1
295,409,1,1
55,410,0,1
466,411,1,1
49,412,1,1
309,413,1,1
33,414,1,1
423,415,0,1
157,416,1,1
177,417,0,1
321,418,1,1
418,419,1,1
323,420,1,1
121,421,1,1
367,422,1,1
276,423,0,1
269,424,0,1
366,425,0,1
224,426,1,1
78,427,1,1
479,428,1,1
456,429,1,1
127,430,1,1
168,431,0,1
294,432,1,1
251,433,1,1
436,434,1,1
398,435,0,1
395,436,0,1
291,437,0,1
300,438,0,1
60,439,0,1
497,440,0,1
126,441,0,1
383,442,0,1
280,443,0,1
80,444,0,1
225,445,0,1
467,446,1,1
371,447,0,1
529,448,0,1
508,449,1,1
358,450,0,1
525,451,1,1
21,452,1,1
216,453,1,1
375,454,1,1
254,455,0,1
266,456,1,1
296,457,1,1
471,458,0,1
382,459,0,1
293,460,1,1
247,461,1,1
292,462,1,1
191,463,1,1
526,464,1,1
223,465,1,1
490,466,0,1
524,467,0,1
486,468,0,1
29,469,0,1
199,470,0,1
270,471,0,1
355,472,0,1
242,473,0,1
267,474,0,1
218,475,1,1
470,476,0,1
182,477,0,1
142,478,1,1
520,479,0,1
159,480,0,1
408,481,1,1
176,482,1,1
342,483,1,1
170,484,0,1
501,485,1,1
138,486,1,1
491,487,1,1
203,488,1,1
407,489,1,1
311,490,0,1
