,Index,Predicted_values,original
195,1,0,0
508,2,0,0
106,3,1,0
100,4,0,0
131,5,0,0
512,6,0,0
310,7,0,0
70,8,0,0
108,9,0,0
444,10,0,0
129,11,0,0
219,12,0,0
126,13,0,0
306,14,0,0
154,15,0,0
380,16,0,0
115,17,0,0
111,18,0,0
138,19,0,0
149,20,0,0
146,21,0,0
50,22,0,0
418,23,0,0
6,24,0,0
63,25,0,0
171,26,0,0
132,27,0,0
477,28,1,0
466,29,0,0
304,30,1,0
107,31,1,0
427,32,0,0
20,33,0,0
522,34,1,0
316,35,0,0
460,36,0,0
389,37,0,0
68,38,0,0
262,39,0,0
402,40,0,0
516,41,0,0
61,42,0,0
217,43,0,0
250,44,1,0
292,45,0,0
296,46,0,0
373,47,0,0
23,48,0,0
325,49,0,0
156,50,0,0
38,51,0,0
167,52,0,0
529,53,0,0
48,54,0,0
434,55,0,0
123,56,0,0
45,57,1,0
425,58,0,0
339,59,1,0
404,60,0,0
13,61,0,0
283,62,0,0
448,63,0,0
55,64,0,0
178,65,0,0
64,66,0,0
246,67,0,0
272,68,0,0
221,69,0,0
197,70,0,0
122,71,0,0
285,72,0,0
438,73,0,0
245,74,0,0
334,75,1,0
363,76,0,0
481,77,0,0
102,78,0,0
416,79,1,0
278,80,0,0
78,81,0,0
509,82,1,0
464,83,0,0
487,84,0,0
311,85,0,0
505,86,0,0
174,87,0,0
60,88,0,0
90,89,0,0
388,90,0,0
307,91,0,0
253,92,0,0
295,93,0,0
40,94,1,0
271,95,0,0
251,96,0,0
214,97,0,0
344,98,0,0
39,99,1,0
518,100,0,0
134,101,0,0
527,102,0,0
406,103,1,0
52,104,0,0
326,105,0,0
222,106,0,0
429,107,0,0
449,108,0,0
257,109,1,0
392,110,0,0
71,111,0,0
408,112,1,0
475,113,0,0
247,114,0,0
435,115,0,0
353,116,0,0
467,117,0,0
0,118,0,0
57,119,0,0
75,120,0,0
371,121,1,0
54,122,0,0
494,123,0,0
237,124,0,0
74,125,1,0
119,126,1,0
77,127,1,0
47,128,0,0
493,129,0,0
256,130,0,0
150,131,0,0
333,132,0,0
254,133,1,0
66,134,0,0
394,135,0,0
169,136,1,0
374,137,1,0
454,138,0,0
375,139,0,0
44,140,1,0
443,141,1,0
135,142,0,0
506,143,0,0
147,144,1,0
141,145,1,0
143,146,1,0
56,147,0,0
324,148,1,0
114,149,1,0
259,150,0,0
471,151,1,0
180,152,0,0
485,153,0,0
381,154,0,0
186,155,1,0
407,156,0,0
27,157,0,0
393,158,0,0
483,159,1,0
525,160,1,0
297,161,1,0
343,162,0,0
535,163,0,0
484,164,0,0
261,165,0,0
226,166,0,0
128,167,0,0
211,168,0,0
411,169,1,0
397,170,0,0
312,171,0,0
157,172,0,0
218,173,0,0
305,174,0,0
410,175,0,0
293,176,0,0
139,177,0,0
450,178,0,0
445,179,0,0
356,180,0,0
42,181,0,0
184,182,0,0
234,183,0,0
98,184,0,0
80,185,0,0
109,186,0,0
127,187,1,0
315,188,0,0
322,189,0,0
73,190,0,0
5,191,0,0
240,192,0,0
235,193,0,0
465,194,0,0
423,195,0,0
51,196,0,0
299,197,0,0
498,198,0,0
302,199,0,0
192,200,0,0
26,201,0,0
284,202,0,0
30,203,0,0
208,204,0,0
320,205,0,0
486,206,0,0
507,207,0,0
456,208,1,0
361,209,0,0
153,210,1,0
12,211,0,0
415,212,0,0
458,213,0,0
188,214,0,0
539,215,0,0
317,216,0,0
112,217,0,0
160,218,0,0
287,219,0,0
462,220,0,0
215,221,0,0
530,222,0,0
385,223,0,0
32,224,0,0
499,225,0,0
537,226,0,0
453,227,0,0
318,228,0,0
517,229,1,0
447,230,1,0
534,231,0,0
470,232,0,0
202,233,0,0
366,234,0,0
199,235,0,0
521,236,0,0
303,237,0,0
332,238,0,0
148,239,0,0
89,240,1,0
206,241,0,0
400,242,0,0
97,243,0,0
232,244,0,0
118,245,1,0
345,246,0,0
173,247,1,0
82,248,1,0
196,249,1,0
387,250,0,0
124,251,0,0
201,252,0,0
358,253,0,0
175,254,0,0
421,255,0,0
382,256,0,0
396,257,0,0
492,258,0,0
53,259,0,0
337,260,0,0
328,261,0,0
176,262,0,0
390,263,0,0
241,264,0,0
224,265,0,0
87,266,0,0
86,267,0,0
399,268,0,0
335,269,0,0
93,270,0,0
281,271,0,0
204,272,0,0
362,273,1,0
474,274,0,0
152,275,1,0
348,276,0,0
352,277,0,0
255,278,0,0
354,279,0,0
263,280,0,0
101,281,0,0
168,282,0,0
117,283,0,0
216,284,1,0
3,285,0,0
187,286,0,0
331,287,0,0
270,288,0,0
338,289,0,0
155,290,1,0
290,291,0,0
162,292,0,0
501,293,0,0
452,294,0,0
308,295,0,0
170,296,0,0
417,297,0,0
370,298,0,0
49,299,1,0
298,300,0,0
31,301,0,0
242,302,0,0
391,303,0,0
183,304,0,0
275,305,0,0
205,306,0,0
227,307,0,0
422,308,0,0
105,309,0,0
420,310,0,0
189,311,0,0
383,312,0,0
426,313,0,0
329,314,0,0
461,315,0,0
431,316,0,0
84,317,0,0
314,318,0,0
177,319,0,0
430,320,0,0
85,321,0,0
532,322,0,0
519,323,0,0
288,324,0,0
144,325,0,0
451,326,0,0
336,327,0,0
414,328,0,0
10,329,0,0
364,330,0,0
236,331,0,0
17,332,1,0
4,333,0,0
409,334,0,0
379,335,0,0
265,336,0,0
357,337,0,0
130,338,0,0
437,339,0,0
395,340,0,0
342,341,0,0
523,342,0,0
276,343,0,0
96,344,0,0
172,345,1,0
11,346,1,0
377,347,1,0
223,348,1,0
230,349,1,0
472,350,0,0
104,351,0,0
457,352,0,0
16,353,0,0
137,354,0,0
81,355,0,0
83,356,0,0
14,357,0,0
528,358,0,0
76,359,0,0
25,360,0,0
476,361,0,1
136,362,1,1
264,363,0,1
497,364,0,1
203,365,0,1
9,366,1,1
41,367,1,1
91,368,0,1
95,369,0,1
67,370,0,1
94,371,1,1
372,372,1,1
277,373,0,1
179,374,0,1
121,375,1,1
495,376,1,1
260,377,1,1
110,378,1,1
378,379,0,1
291,380,0,1
459,381,1,1
166,382,1,1
500,383,1,1
294,384,1,1
258,385,1,1
526,386,1,1
313,387,1,1
273,388,1,1
181,389,1,1
504,390,0,1
433,391,1,1
419,392,0,1
1,393,1,1
439,394,1,1
347,395,1,1
69,396,1,1
142,397,1,1
198,398,1,1
252,399,1,1
289,400,1,1
103,401,0,1
319,402,1,1
191,403,0,1
267,404,0,1
116,405,1,1
62,406,0,1
349,407,0,1
455,408,0,1
15,409,0,1
238,410,0,1
159,411,0,1
413,412,1,1
376,413,1,1
212,414,1,1
327,415,0,1
441,416,1,1
446,417,0,1
489,418,0,1
432,419,1,1
233,420,1,1
164,421,0,1
490,422,0,1
113,423,0,1
323,424,0,1
514,425,1,1
384,426,0,1
151,427,0,1
386,428,0,1
398,429,0,1
442,430,0,1
538,431,0,1
510,432,0,1
266,433,0,1
368,434,0,1
301,435,0,1
346,436,0,1
229,437,0,1
403,438,0,1
36,439,0,1
511,440,1,1
351,441,1,1
120,442,0,1
269,443,1,1
350,444,1,1
330,445,1,1
436,446,1,1
220,447,1,1
282,448,1,1
99,449,1,1
46,450,0,1
300,451,0,1
479,452,0,1
65,453,0,1
145,454,0,1
92,455,0,1
228,456,0,1
309,457,1,1
8,458,0,1
440,459,0,1
88,460,1,1
43,461,1,1
72,462,1,1
7,463,0,1
29,464,0,1
274,465,1,1
140,466,1,1
165,467,1,1
35,468,1,1
503,469,1,1
19,470,0,1
279,471,0,1
37,472,1,1
190,473,1,1
193,474,1,1
194,475,1,1
412,476,0,1
340,477,1,1
125,478,1,1
469,479,1,1
161,480,0,1
244,481,1,1
533,482,0,1
209,483,0,1
28,484,1,1
496,485,0,1
