,Index,Predicted_values,original
180,1,0,0
32,2,0,0
63,3,0,0
472,4,0,0
508,5,0,0
512,6,0,0
184,7,0,0
53,8,0,0
413,9,0,0
57,10,0,0
214,11,0,0
422,12,0,0
409,13,0,0
64,14,0,0
493,15,0,0
41,16,0,0
0,17,0,0
40,18,0,0
263,19,0,0
503,20,0,0
334,21,0,0
246,22,0,0
431,23,0,0
213,24,0,0
323,25,0,0
161,26,0,0
230,27,0,0
539,28,0,0
253,29,0,0
419,30,0,0
426,31,0,0
533,32,0,0
289,33,0,0
353,34,0,0
239,35,0,0
120,36,0,0
221,37,0,0
368,38,0,0
234,39,0,0
135,40,0,0
236,41,0,0
102,42,0,0
316,43,0,0
340,44,0,0
531,45,0,0
110,46,0,0
285,47,0,0
495,48,0,0
320,49,0,0
73,50,0,0
425,51,0,0
228,52,0,0
529,53,0,0
144,54,0,0
467,55,0,0
484,56,0,0
167,57,0,0
56,58,0,0
463,59,0,0
307,60,0,0
169,61,0,0
86,62,0,0
193,63,0,0
433,64,0,0
175,65,0,0
189,66,0,0
156,67,0,0
54,68,0,0
194,69,0,0
332,70,0,0
453,71,0,0
374,72,0,0
96,73,0,0
383,74,0,0
81,75,0,0
51,76,0,0
376,77,0,0
89,78,0,0
329,79,0,0
330,80,0,0
99,81,0,0
509,82,0,0
498,83,0,0
165,84,0,0
534,85,0,0
521,86,0,0
501,87,0,0
455,88,0,0
26,89,0,0
486,90,0,0
149,91,0,0
297,92,0,0
477,93,0,0
269,94,0,0
23,95,0,0
342,96,0,0
339,97,0,0
499,98,0,0
204,99,0,0
410,100,0,0
134,101,0,0
492,102,0,0
418,103,0,0
530,104,0,0
22,105,0,0
365,106,0,0
8,107,0,0
265,108,0,0
128,109,0,0
414,110,0,0
506,111,0,0
183,112,0,0
76,113,0,0
97,114,0,0
114,115,1,0
258,116,0,0
152,117,0,0
257,118,0,0
408,119,0,0
179,120,0,0
354,121,0,0
452,122,0,0
379,123,0,0
232,124,0,0
381,125,0,0
61,126,0,0
216,127,0,0
319,128,0,0
303,129,0,0
37,130,0,0
44,131,1,0
201,132,0,0
338,133,0,0
358,134,0,0
301,135,0,0
461,136,0,0
222,137,0,0
79,138,0,0
142,139,0,0
300,140,0,0
507,141,0,0
203,142,0,0
29,143,0,0
100,144,0,0
254,145,0,0
367,146,0,0
377,147,0,0
525,148,0,0
266,149,0,0
272,150,0,0
25,151,0,0
304,152,0,0
538,153,0,0
360,154,0,0
191,155,1,0
249,156,0,0
309,157,0,0
210,158,0,0
131,159,0,0
310,160,0,0
198,161,0,0
280,162,1,0
398,163,0,0
111,164,1,0
466,165,0,0
125,166,0,0
532,167,0,0
267,168,1,0
294,169,1,0
457,170,1,0
423,171,0,0
326,172,0,0
485,173,0,0
270,174,0,0
52,175,0,0
403,176,0,0
242,177,0,0
178,178,0,0
437,179,0,0
