,Index,Predicted_values,original
90,1,0,0
177,2,0,0
254,3,0,0
292,4,0,0
538,5,0,0
246,6,0,0
319,7,0,0
3,8,0,0
300,9,0,0
105,10,0,0
84,11,0,0
376,12,0,0
215,13,0,0
238,14,0,0
392,15,0,0
304,16,0,0
399,17,0,0
19,18,0,0
261,19,0,0
474,20,0,0
342,21,0,0
264,22,0,0
455,23,0,0
127,24,0,0
117,25,0,0
362,26,0,0
356,27,0,0
260,28,0,0
421,29,0,0
420,30,0,0
223,31,0,0
13,32,0,0
284,33,0,0
328,34,0,0
470,35,0,0
267,36,0,0
160,37,0,0
476,38,0,0
113,39,0,0
443,40,0,0
339,41,0,0
78,42,0,0
27,43,0,0
281,44,0,0
0,45,0,0
311,46,0,0
259,47,0,0
229,48,0,0
231,49,0,0
493,50,0,0
383,51,0,0
216,52,0,0
505,53,0,0
40,54,0,0
30,55,0,0
50,56,0,0
24,57,1,0
15,58,0,0
217,59,0,0
7,60,0,0
528,61,0,0
152,62,0,0
38,63,0,0
52,64,0,0
110,65,0,0
202,66,0,0
257,67,0,0
396,68,0,0
336,69,0,0
35,70,0,0
282,71,0,0
346,72,1,0
494,73,0,0
271,74,0,0
272,75,1,0
368,76,1,0
102,77,0,0
422,78,1,0
441,79,0,0
175,80,0,0
87,81,0,0
402,82,0,0
149,83,0,0
208,84,0,0
444,85,0,0
142,86,0,0
314,87,0,0
67,88,0,0
429,89,0,0
341,90,0,0
156,91,0,0
6,92,0,0
413,93,0,0
299,94,0,0
442,95,0,0
233,96,0,0
99,97,0,0
507,98,0,0
332,99,0,0
529,100,0,0
385,101,0,0
518,102,0,0
320,103,0,0
365,104,0,0
481,105,0,0
88,106,0,0
107,107,0,0
329,108,0,0
270,109,0,0
424,110,0,0
524,111,0,0
263,112,0,0
95,113,0,0
387,114,0,0
4,115,0,0
285,116,0,0
490,117,0,0
240,118,0,0
132,119,0,0
235,120,0,0
42,121,0,0
9,122,0,0
302,123,0,0
190,124,0,0
