,Index,Predicted_values,original
312,1,0,0
375,2,0,0
77,3,0,0
469,4,0,0
250,5,0,0
4,6,0,0
208,7,0,0
380,8,0,0
244,9,0,0
339,10,1,0
55,11,0,0
92,12,0,0
5,13,0,0
478,14,0,0
97,15,0,0
163,16,0,0
335,17,0,0
414,18,0,0
482,19,0,0
441,20,0,0
13,21,1,0
481,22,0,0
133,23,0,0
476,24,0,0
495,25,0,0
255,26,0,0
401,27,0,0
300,28,0,0
258,29,0,0
101,30,0,0
30,31,0,0
122,32,0,0
423,33,0,0
105,34,0,0
489,35,0,0
166,36,0,0
275,37,0,0
100,38,1,0
270,39,0,0
194,40,0,0
510,41,1,0
111,42,0,0
1,43,1,0
227,44,0,0
20,45,0,0
363,46,0,0
180,47,0,0
42,48,0,0
464,49,0,0
500,50,0,0
144,51,0,0
406,52,0,0
242,53,1,0
259,54,0,0
222,55,0,0
341,56,0,0
7,57,0,0
252,58,0,0
388,59,1,0
324,60,0,0
431,61,0,0
220,62,0,0
226,63,0,0
362,64,1,0
207,65,0,0
320,66,0,0
212,67,0,0
523,68,0,0
50,69,1,0
328,70,0,0
192,71,0,0
452,72,0,0
432,73,0,0
309,74,0,0
183,75,0,0
217,76,0,0
169,77,0,0
497,78,0,0
395,79,0,0
451,80,0,0
254,81,0,0
434,82,0,0
142,83,0,0
195,84,0,0
303,85,0,0
348,86,1,0
233,87,0,0
141,88,0,0
102,89,0,0
326,90,0,0
409,91,0,0
206,92,0,0
36,93,0,0
308,94,0,0
257,95,0,0
160,96,0,0
442,97,0,0
393,98,0,0
329,99,0,0
332,100,0,0
385,101,0,0
337,102,0,0
305,103,0,0
539,104,0,0
90,105,0,0
236,106,0,0
221,107,1,0
501,108,1,0
310,109,1,0
428,110,0,0
301,111,0,0
95,112,0,0
152,113,0,0
128,114,0,0
213,115,1,0
472,116,0,0
197,117,0,0
6,118,0,0
460,119,0,0
498,120,1,0
493,121,0,0
294,122,0,0
130,123,0,0
396,124,0,0
0,125,0,0
453,126,1,0
140,127,1,0
527,128,1,0
190,129,1,0
168,130,0,0
532,131,0,0
449,132,1,0
483,133,0,0
386,134,0,0
17,135,0,0
28,136,0,0
450,137,0,0
462,138,0,0
467,139,0,0
374,140,1,0
216,141,0,0
338,142,0,0
443,143,0,0
461,144,0,0
185,145,0,0
237,146,0,0
265,147,0,0
65,148,0,0
283,149,0,0
120,150,0,0
323,151,0,0
531,152,0,0
269,153,0,0
253,154,0,0
279,155,0,0
38,156,0,0
480,157,0,0
528,158,0,0
475,159,0,0
334,160,0,0
457,161,1,0
284,162,0,0
371,163,0,0
524,164,0,0
249,165,0,0
365,166,0,0
64,167,0,0
132,168,1,0
155,169,0,0
378,170,0,0
156,171,0,0
402,172,0,0
438,173,0,0
319,174,0,0
342,175,0,0
424,176,0,0
19,177,0,0
234,178,0,0
473,179,0,0
477,180,0,0
522,181,0,0
490,182,1,0
51,183,1,0
241,184,0,0
25,185,0,0
276,186,1,0
181,187,1,0
245,188,0,0
125,189,0,0
63,190,0,0
293,191,0,0
32,192,0,0
8,193,0,0
382,194,1,0
487,195,0,0
202,196,1,0
277,197,0,0
112,198,0,0
322,199,0,0
173,200,0,0
273,201,0,0
182,202,0,0
131,203,0,0
98,204,0,0
317,205,0,0
56,206,0,0
282,207,0,0
264,208,0,0
59,209,0,0
53,210,0,0
392,211,0,0
387,212,0,0
302,213,0,0
271,214,0,0
9,215,0,0
73,216,0,0
61,217,0,0
49,218,0,0
34,219,0,0
219,220,0,0
484,221,0,0
228,222,0,0
148,223,0,0
48,224,0,0
376,225,0,0
437,226,0,0
86,227,0,0
486,228,0,0
14,229,0,0
143,230,0,0
479,231,0,0
115,232,0,0
327,233,0,0
390,234,1,0
175,235,1,0
292,236,1,0
176,237,1,0
109,238,0,0
417,239,1,0
121,240,0,0
368,241,0,0
161,242,0,0
201,243,0,0
429,244,0,0
198,245,0,0
278,246,0,0
445,247,0,0
430,248,0,0
314,249,0,0
52,250,0,0
239,251,0,0
57,252,0,0
343,253,0,0
47,254,1,0
470,255,0,0
538,256,0,0
367,257,0,0
18,258,0,0
134,259,0,0
75,260,0,0
459,261,0,0
84,262,0,0
15,263,0,0
70,264,0,0
39,265,0,0
71,266,0,0
29,267,0,0
69,268,0,0
117,269,0,0
99,270,1,0
344,271,0,0
178,272,0,0
186,273,0,0
404,274,0,0
456,275,0,0
295,276,0,0
519,277,1,0
503,278,0,0
40,279,0,0
389,280,0,0
316,281,0,0
87,282,0,0
520,283,0,0
333,284,0,0
231,285,0,0
448,286,0,0
83,287,0,0
533,288,0,0
403,289,0,0
383,290,0,0
33,291,0,0
369,292,0,0
260,293,0,0
45,294,1,0
243,295,0,0
37,296,0,0
215,297,0,0
281,298,1,0
405,299,0,0
340,300,0,0
72,301,0,0
16,302,0,0
506,303,0,0
211,304,0,0
345,305,1,0
31,306,0,0
200,307,0,0
93,308,0,0
418,309,0,0
502,310,0,0
509,311,0,0
421,312,0,0
261,313,0,0
318,314,0,0
499,315,0,0
154,316,0,0
114,317,0,0
513,318,0,0
218,319,0,0
521,320,0,0
372,321,0,0
297,322,0,0
82,323,0,0
223,324,0,0
162,325,0,0
247,326,0,0
407,327,1,0
466,328,0,0
203,329,1,0
22,330,0,0
139,331,0,0
165,332,0,0
127,333,0,0
288,334,0,0
150,335,0,0
413,336,0,0
516,337,0,0
534,338,1,0
397,339,0,0
146,340,0,0
199,341,0,0
358,342,0,0
454,343,0,0
360,344,0,0
411,345,1,0
352,346,0,0
508,347,0,0
235,348,0,0
167,349,0,0
285,350,0,0
80,351,0,0
184,352,1,0
330,353,0,0
27,354,0,0
118,355,1,0
177,356,0,0
35,357,0,0
412,358,0,0
266,359,0,0
170,360,1,0
88,361,0,1
81,362,0,1
113,363,0,1
171,364,1,1
204,365,0,1
85,366,0,1
68,367,0,1
415,368,1,1
350,369,0,1
174,370,0,1
268,371,1,1
455,372,1,1
157,373,1,1
78,374,0,1
353,375,0,1
126,376,0,1
286,377,1,1
10,378,0,1
145,379,1,1
267,380,1,1
399,381,1,1
89,382,1,1
3,383,0,1
74,384,1,1
196,385,0,1
307,386,0,1
209,387,0,1
41,388,1,1
21,389,0,1
511,390,1,1
246,391,1,1
43,392,1,1
158,393,0,1
433,394,0,1
116,395,0,1
23,396,0,1
512,397,0,1
240,398,0,1
420,399,0,1
193,400,1,1
298,401,1,1
149,402,0,1
458,403,1,1
400,404,0,1
230,405,0,1
104,406,0,1
364,407,1,1
381,408,1,1
391,409,0,1
359,410,1,1
525,411,1,1
427,412,0,1
447,413,0,1
313,414,1,1
164,415,1,1
537,416,1,1
304,417,0,1
58,418,0,1
384,419,0,1
321,420,0,1
272,421,1,1
147,422,0,1
96,423,0,1
76,424,0,1
110,425,1,1
468,426,0,1
290,427,0,1
46,428,0,1
354,429,1,1
151,430,0,1
106,431,0,1
515,432,0,1
351,433,0,1
346,434,0,1
425,435,0,1
349,436,0,1
505,437,0,1
373,438,0,1
444,439,0,1
67,440,0,1
11,441,0,1
347,442,0,1
435,443,0,1
306,444,0,1
159,445,1,1
124,446,0,1
325,447,0,1
419,448,0,1
66,449,0,1
311,450,1,1
138,451,0,1
263,452,0,1
188,453,0,1
287,454,0,1
191,455,0,1
398,456,0,1
504,457,0,1
205,458,0,1
426,459,1,1
492,460,0,1
485,461,0,1
416,462,0,1
274,463,1,1
2,464,1,1
357,465,1,1
394,466,0,1
410,467,1,1
514,468,0,1
474,469,0,1
379,470,1,1
137,471,1,1
26,472,0,1
446,473,0,1
280,474,0,1
518,475,1,1
107,476,1,1
238,477,1,1
256,478,0,1
44,479,0,1
248,480,0,1
214,481,1,1
296,482,0,1
119,483,0,1
526,484,0,1
439,485,1,1
108,486,1,1
517,487,0,1
232,488,0,1
289,489,0,1
103,490,0,1
408,491,0,1
436,492,1,1
62,493,0,1
336,494,1,1
530,495,1,1
291,496,0,1
262,497,0,1
377,498,0,1
471,499,0,1
187,500,0,1
529,501,0,1
189,502,1,1
491,503,0,1
331,504,1,1
136,505,0,1
440,506,1,1
172,507,0,1
179,508,0,1
488,509,1,1
224,510,1,1
251,511,0,1
496,512,0,1
361,513,0,1
153,514,0,1
422,515,0,1
536,516,1,1
94,517,0,1
210,518,0,1
60,519,0,1
299,520,0,1
366,521,0,1
370,522,0,1
507,523,0,1
129,524,0,1
135,525,1,1
12,526,1,1
355,527,1,1
229,528,1,1
535,529,1,1
463,530,0,1
79,531,1,1
356,532,1,1
