,Index,Predicted_values,original
446,1,0,0
249,2,0,0
219,3,0,0
68,4,0,0
105,5,0,0
242,6,0,0
495,7,0,0
267,8,0,0
373,9,0,0
471,10,0,0
117,11,0,0
484,12,0,0
511,13,0,0
279,14,0,0
250,15,0,0
100,16,0,0
192,17,0,0
63,18,0,0
405,19,0,0
300,20,0,0
145,21,0,0
198,22,0,0
170,23,0,0
478,24,0,0
22,25,0,0
309,26,0,0
422,27,0,0
409,28,0,0
53,29,0,0
459,30,0,0
62,31,0,0
521,32,0,0
40,33,0,0
137,34,0,0
510,35,0,0
112,36,0,0
108,37,0,0
206,38,0,0
301,39,0,0
227,40,0,0
531,41,0,0
47,42,0,0
235,43,0,0
2,44,0,0
216,45,0,0
129,46,0,0
232,47,0,0
287,48,0,0
205,49,0,0
291,50,0,0
165,51,0,0
506,52,0,0
46,53,0,0
375,54,0,0
212,55,0,0
151,56,0,0
55,57,0,0
416,58,0,0
80,59,0,0
450,60,0,0
399,61,0,0
424,62,0,0
273,63,0,0
224,64,0,0
411,65,0,0
493,66,0,0
24,67,0,0
148,68,0,0
330,69,0,0
134,70,1,0
379,71,0,0
341,72,0,0
43,73,0,0
113,74,1,0
90,75,0,0
168,76,0,0
425,77,0,0
97,78,0,0
138,79,0,0
537,80,1,0
500,81,0,0
516,82,1,0
104,83,0,0
515,84,0,0
34,85,0,0
283,86,0,0
492,87,0,0
16,88,0,0
15,89,0,0
355,90,0,0
237,91,0,0
18,92,0,0
101,93,0,0
191,94,0,0
286,95,0,0
444,96,0,0
33,97,0,0
440,98,1,0
73,99,0,0
464,100,0,0
259,101,0,0
468,102,0,0
189,103,0,0
429,104,0,0
89,105,0,0
91,106,0,0
247,107,0,0
504,108,0,0
481,109,0,0
32,110,0,0
214,111,0,0
70,112,0,0
438,113,0,0
37,114,0,0
378,115,0,0
195,116,0,0
324,117,0,0
258,118,0,0
285,119,0,0
281,120,0,0
225,121,0,0
461,122,0,0
120,123,0,0
172,124,0,0
173,125,0,0
371,126,0,0
360,127,0,0
178,128,0,0
203,129,0,0
54,130,0,0
525,131,0,0
432,132,0,0
6,133,0,0
51,134,0,0
377,135,0,0
35,136,0,0
294,137,0,0
303,138,0,0
396,139,0,0
161,140,0,0
