,Index,Predicted_values,original
174,1,0,0
17,2,0,0
458,3,0,0
519,4,0,0
248,5,0,0
468,6,0,0
417,7,1,0
456,8,0,0
72,9,0,0
488,10,0,0
199,11,0,0
490,12,0,0
507,13,0,0
359,14,0,0
437,15,0,0
401,16,0,0
257,17,0,0
405,18,0,0
124,19,0,0
457,20,0,0
340,21,1,0
478,22,0,0
251,23,0,0
526,24,0,0
529,25,0,0
214,26,0,0
393,27,0,0
39,28,0,0
352,29,0,0
428,30,0,0
100,31,0,0
324,32,0,0
194,33,0,0
117,34,0,0
179,35,1,0
463,36,0,0
95,37,0,0
156,38,0,0
90,39,0,0
113,40,0,0
290,41,0,0
512,42,0,0
26,43,0,0
119,44,0,0
258,45,0,0
420,46,1,0
164,47,0,0
16,48,0,0
349,49,0,0
213,50,0,0
46,51,0,0
22,52,0,0
249,53,0,0
115,54,0,0
131,55,0,0
374,56,0,0
513,57,0,0
82,58,0,0
339,59,0,0
108,60,0,0
211,61,0,0
21,62,0,0
217,63,0,0
386,64,0,0
484,65,0,0
391,66,0,0
433,67,0,0
239,68,0,0
312,69,0,0
245,70,0,0
336,71,0,0
382,72,0,0
94,73,0,0
107,74,0,0
264,75,0,0
263,76,0,0
182,77,0,0
7,78,0,0
520,79,0,0
99,80,1,0
269,81,1,0
410,82,0,0
97,83,0,0
510,84,0,0
307,85,0,0
123,86,0,0
370,87,0,0
522,88,0,0
485,89,0,0
47,90,0,0
163,91,0,0
10,92,0,0
103,93,0,0
502,94,0,0
361,95,0,0
15,96,0,0
142,97,0,0
177,98,0,0
139,99,0,0
266,100,0,0
383,101,0,0
461,102,0,0
136,103,0,0
283,104,0,0
70,105,0,0
440,106,0,0
297,107,0,0
54,108,0,0
454,109,0,0
118,110,0,0
302,111,0,0
482,112,0,0
41,113,0,0
109,114,0,0
499,115,0,0
379,116,0,0
221,117,0,0
231,118,0,0
500,119,0,0
274,120,0,0
518,121,0,0
215,122,0,0
18,123,0,0
508,124,0,0
298,125,0,0
273,126,0,0
261,127,0,0
538,128,0,0
135,129,0,0
501,130,0,0
462,131,0,0
153,132,0,0
305,133,0,0
292,134,0,0
132,135,0,0
360,136,0,0
125,137,0,0
514,138,0,0
353,139,0,0
295,140,0,0
197,141,0,0
171,142,0,0
236,143,0,0
530,144,0,0
228,145,0,0
537,146,0,0
426,147,0,0
280,148,0,0
28,149,0,0
494,150,0,0
311,151,0,0
168,152,0,0
276,153,0,0
337,154,0,0
430,155,0,0
489,156,0,0
11,157,0,0
223,158,0,0
73,159,0,0
220,160,0,0
20,161,0,0
347,162,0,0
363,163,0,0
534,164,0,0
289,165,0,0
128,166,0,0
431,167,0,0
33,168,0,0
210,169,0,0
406,170,0,0
148,171,0,0
147,172,0,0
272,173,0,0
498,174,0,0
254,175,0,0
416,176,0,0
190,177,0,0
315,178,0,0
472,179,0,0
487,180,0,0
206,181,0,0
200,182,0,0
438,183,0,0
183,184,1,0
517,185,1,0
331,186,1,0
424,187,0,0
411,188,0,0
145,189,0,0
271,190,0,0
486,191,1,0
180,192,0,0
425,193,0,0
134,194,0,0
432,195,0,0
351,196,0,0
294,197,0,0
63,198,0,0
112,199,0,0
169,200,0,0
176,201,0,0
45,202,0,0
334,203,0,0
129,204,0,0
384,205,0,0
241,206,0,0
532,207,0,0
439,208,0,0
67,209,0,0
52,210,0,0
110,211,0,0
130,212,1,0
362,213,0,0
535,214,1,0
192,215,0,0
504,216,0,0
320,217,0,0
144,218,0,0
275,219,0,0
407,220,0,0
279,221,0,0
288,222,0,0
68,223,0,0
533,224,0,0
154,225,0,0
140,226,0,0
24,227,0,0
122,228,0,0
476,229,0,0
299,230,0,0
319,231,0,0
447,232,0,0
64,233,0,0
314,234,0,0
395,235,0,0
188,236,0,0
114,237,0,0
230,238,0,0
127,239,0,0
175,240,0,0
3,241,0,0
321,242,0,0
400,243,0,0
255,244,0,0
101,245,0,0
511,246,0,0
234,247,0,0
265,248,0,0
323,249,0,0
452,250,0,0
455,251,0,0
76,252,0,0
373,253,0,0
505,254,0,0
389,255,0,0
525,256,0,0
155,257,0,0
396,258,0,0
449,259,0,0
326,260,0,0
414,261,0,0
385,262,0,0
282,263,0,0
398,264,0,0
252,265,0,0
421,266,0,0
304,267,0,0
238,268,0,0
161,269,0,0
301,270,0,0
259,271,0,0
481,272,0,0
98,273,1,0
133,274,0,0
444,275,0,0
460,276,1,0
89,277,1,0
318,278,0,0
37,279,0,0
126,280,0,0
247,281,0,0
198,282,0,0
65,283,0,0
483,284,0,0
369,285,0,0
19,286,0,0
78,287,0,0
138,288,0,0
399,289,0,0
392,290,0,0
388,291,0,0
30,292,0,0
387,293,0,0
443,294,0,0
330,295,0,0
436,296,0,0
367,297,0,0
42,298,0,0
232,299,0,0
495,300,0,0
450,301,0,0
342,302,0,0
34,303,0,0
229,304,0,0
284,305,0,0
435,306,0,0
260,307,1,0
13,308,0,0
14,309,0,0
38,310,0,0
141,311,0,0
527,312,0,0
256,313,0,0
377,314,1,0
242,315,0,0
106,316,0,0
286,317,0,0
48,318,0,0
346,319,0,0
233,320,0,0
58,321,0,0
8,322,0,0
143,323,0,0
57,324,0,0
317,325,1,0
205,326,1,0
201,327,1,0
473,328,0,0
328,329,0,0
524,330,0,0
6,331,0,0
116,332,0,0
355,333,0,0
350,334,1,0
207,335,0,0
219,336,1,0
474,337,1,0
69,338,1,0
371,339,1,0
268,340,0,0
300,341,1,0
493,342,0,0
415,343,1,0
120,344,0,0
0,345,0,0
151,346,1,0
423,347,1,0
56,348,0,0
466,349,1,0
365,350,1,0
235,351,0,0
348,352,0,0
111,353,0,0
429,354,1,0
227,355,0,0
1,356,0,0
506,357,0,0
159,358,1,0
464,359,0,0
165,360,1,0
9,361,0,1
62,362,0,1
181,363,1,1
167,364,0,1
91,365,0,1
451,366,0,1
85,367,0,1
403,368,1,1
208,369,1,1
441,370,1,1
237,371,0,1
375,372,1,1
366,373,0,1
376,374,0,1
475,375,0,1
5,376,1,1
310,377,0,1
536,378,1,1
253,379,0,1
83,380,0,1
60,381,0,1
105,382,1,1
216,383,1,1
344,384,0,1
243,385,1,1
277,386,1,1
480,387,1,1
313,388,1,1
80,389,1,1
434,390,1,1
