,Index,Predicted_values,original
432,1,0,0
498,2,0,0
269,3,0,0
229,4,0,0
239,5,0,0
79,6,0,0
285,7,0,0
396,8,0,0
141,9,0,0
6,10,0,0
415,11,0,0
112,12,0,0
281,13,0,0
19,14,0,0
157,15,0,0
203,16,0,0
389,17,0,0
277,18,0,0
115,19,0,0
69,20,0,0
445,21,0,0
420,22,0,0
38,23,0,0
237,24,0,0
230,25,0,0
161,26,0,0
68,27,0,0
224,28,0,0
53,29,0,0
63,30,0,0
374,31,0,0
254,32,0,0
360,33,0,0
193,34,0,0
339,35,0,0
381,36,0,0
201,37,0,0
164,38,0,0
325,39,0,0
144,40,0,0
419,41,0,0
179,42,0,0
202,43,0,0
527,44,0,0
296,45,0,0
452,46,0,0
93,47,0,0
259,48,0,0
476,49,0,0
516,50,0,0
416,51,0,0
350,52,0,0
249,53,0,0
174,54,0,0
450,55,1,0
514,56,0,0
312,57,0,0
423,58,0,0
270,59,0,0
138,60,0,0
119,61,0,0
221,62,0,0
518,63,0,0
449,64,0,0
160,65,0,0
408,66,0,0
194,67,0,0
62,68,0,0
529,69,1,0
189,70,0,0
7,71,0,0
299,72,0,0
355,73,0,0
373,74,0,0
60,75,0,0
142,76,0,0
326,77,0,0
306,78,0,0
295,79,0,0
290,80,0,0
81,81,0,0
319,82,0,0
195,83,0,0
8,84,0,0
303,85,0,0
57,86,0,0
176,87,0,0
477,88,0,0
515,89,0,0
231,90,0,0
440,91,0,0
472,92,0,0
35,93,0,0
87,94,0,0
357,95,0,0
232,96,0,0
351,97,0,0
34,98,0,0
278,99,0,0
268,100,0,0
130,101,0,0
348,102,0,0
162,103,0,0
526,104,0,0
346,105,0,0
332,106,0,0
159,107,0,0
500,108,0,0
448,109,0,0
250,110,0,0
132,111,0,0
308,112,0,0
123,113,0,0
209,114,1,0
27,115,0,0
323,116,0,0
297,117,0,0
48,118,0,0
95,119,0,0
493,120,0,0
143,121,0,0
214,122,0,0
509,123,0,0
531,124,0,0
405,125,1,0
302,126,0,0
56,127,0,0
46,128,0,0
378,129,0,0
453,130,0,0
83,131,0,0
313,132,0,0
184,133,0,0
234,134,0,0
376,135,0,0
120,136,0,0
426,137,0,0
190,138,0,0
294,139,0,0
363,140,0,0
275,141,0,0
118,142,0,0
459,143,0,0
334,144,0,0
96,145,0,0
470,146,0,0
225,147,0,0
400,148,0,0
430,149,0,0
343,150,1,0
409,151,0,0
471,152,0,0
5,153,0,0
12,154,0,0
413,155,1,0
106,156,1,0
394,157,0,0
428,158,0,0
315,159,0,0
264,160,0,0
186,161,0,0
352,162,0,0
366,163,0,0
388,164,0,0
469,165,0,0
217,166,0,0
200,167,0,0
238,168,0,0
89,169,0,0
213,170,0,0
