,Index,Predicted_values,original
41,1,0,0
406,2,0,0
344,3,0,0
346,4,0,0
242,5,0,0
323,6,0,0
359,7,0,0
489,8,0,0
151,9,0,0
157,10,0,0
21,11,0,0
200,12,0,0
514,13,0,0
241,14,0,0
75,15,0,0
15,16,0,0
47,17,0,0
191,18,0,0
485,19,0,0
149,20,0,0
82,21,0,0
418,22,0,0
97,23,0,0
437,24,1,0
152,25,0,0
91,26,0,0
13,27,0,0
492,28,0,0
338,29,0,0
146,30,0,0
520,31,1,0
66,32,0,0
192,33,0,0
431,34,0,0
347,35,0,0
113,36,0,0
272,37,0,0
50,38,0,0
93,39,0,0
375,40,0,0
181,41,0,0
327,42,0,0
316,43,0,0
292,44,0,0
321,45,0,0
404,46,0,0
201,47,0,0
209,48,0,0
502,49,0,0
417,50,0,0
279,51,0,0
267,52,0,0
65,53,0,0
493,54,0,0
451,55,0,0
393,56,0,0
372,57,0,0
127,58,0,0
31,59,0,0
468,60,0,0
343,61,0,0
457,62,0,0
438,63,0,0
260,64,0,0
239,65,0,0
216,66,0,0
77,67,0,0
64,68,0,0
67,69,0,0
506,70,0,0
160,71,0,0
112,72,0,0
72,73,0,0
203,74,0,0
369,75,0,0
357,76,0,0
178,77,0,0
534,78,0,0
398,79,0,0
427,80,0,0
537,81,0,0
326,82,0,0
229,83,0,0
163,84,0,0
349,85,0,0
516,86,0,0
6,87,0,0
144,88,0,0
322,89,0,0
403,90,0,0
448,91,0,0
366,92,0,0
264,93,0,0
36,94,0,0
385,95,0,0
74,96,0,0
207,97,0,0
107,98,0,0
179,99,0,0
524,100,0,0
212,101,0,0
108,102,0,0
158,103,0,0
286,104,0,0
440,105,0,0
248,106,0,0
472,107,0,0
54,108,0,0
315,109,0,0
168,110,0,0
277,111,0,0
26,112,0,0
432,113,0,0
453,114,0,0
237,115,0,0
44,116,0,0
446,117,0,0
165,118,0,0
352,119,0,0
381,120,0,0
245,121,0,0
305,122,0,0
325,123,0,0
251,124,0,0
513,125,0,0
115,126,0,0
275,127,0,0
121,128,0,0
3,129,0,0
244,130,0,0
153,131,0,0
123,132,0,0
376,133,0,0
12,134,0,0
351,135,0,0
128,136,0,0
501,137,0,0
495,138,0,0
523,139,0,0
296,140,0,0
530,141,0,0
280,142,0,0
518,143,0,0
8,144,0,0
470,145,0,0
119,146,0,0
218,147,0,0
83,148,0,0
