,Index,Predicted_values,original
249,1,0,0
449,2,0,0
360,3,0,0
387,4,0,0
485,5,0,0
406,6,0,0
482,7,0,0
137,8,0,0
124,9,0,0
81,10,0,0
526,11,0,0
69,12,0,0
395,13,0,0
305,14,1,0
277,15,1,0
468,16,0,0
68,17,0,0
70,18,0,0
364,19,0,0
471,20,0,0
483,21,0,0
293,22,0,0
379,23,0,0
338,24,0,0
290,25,0,0
91,26,0,0
347,27,0,0
61,28,0,0
252,29,0,0
206,30,0,0
304,31,0,0
383,32,0,0
414,33,0,0
32,34,0,0
538,35,0,0
325,36,0,0
442,37,0,0
52,38,0,0
504,39,0,0
517,40,0,0
154,41,1,0
163,42,0,0
228,43,0,0
179,44,0,0
339,45,0,0
489,46,0,0
217,47,0,0
241,48,0,0
460,49,0,0
399,50,0,0
365,51,0,0
437,52,0,0
141,53,0,0
313,54,0,0
231,55,0,0
350,56,0,0
501,57,0,0
493,58,0,0
20,59,0,0
324,60,0,0
444,61,0,0
307,62,0,0
254,63,0,0
93,64,0,0
198,65,0,0
321,66,0,0
177,67,0,0
312,68,0,0
306,69,0,0
441,70,0,0
171,71,0,0
183,72,0,0
367,73,0,0
507,74,0,0
463,75,0,0
126,76,0,0
380,77,0,0
142,78,0,0
214,79,0,0
342,80,0,0
322,81,0,0
515,82,0,0
187,83,0,0
288,84,0,0
372,85,0,0
498,86,0,0
136,87,0,0
289,88,0,0
99,89,0,0
512,90,0,0
524,91,0,0
377,92,0,0
440,93,0,0
300,94,0,0
234,95,0,0
527,96,0,0
496,97,0,0
232,98,0,0
208,99,0,0
475,100,0,0
274,101,0,0
402,102,0,0
454,103,0,0
413,104,0,0
11,105,0,0
129,106,0,0
431,107,0,0
386,108,0,0
389,109,0,0
309,110,0,0
401,111,0,0
436,112,0,0
509,113,0,0
294,114,0,0
90,115,0,0
115,116,0,0
45,117,0,0
211,118,0,0
73,119,0,0
145,120,0,0
30,121,0,0
188,122,0,0
6,123,0,0
404,124,0,0
317,125,0,0
105,126,0,0
298,127,0,0
356,128,0,0
16,129,0,0
499,130,0,0
530,131,0,0
106,132,0,0
417,133,0,0
87,134,0,0
35,135,0,0
185,136,0,0
27,137,0,0
138,138,0,0
391,139,0,0
41,140,0,0
271,141,0,0
353,142,0,0
100,143,0,0
173,144,0,0
144,145,0,0
2,146,1,0
492,147,0,0
125,148,0,0
18,149,1,0
423,150,0,0
479,151,0,0
476,152,0,0
13,153,0,0
326,154,0,0
286,155,1,0
22,156,0,0
451,157,1,0
259,158,1,0
54,159,0,0
236,160,0,0
346,161,0,0
292,162,0,0
43,163,0,0
388,164,0,0
110,165,0,0
15,166,0,0
409,167,0,0
532,168,0,0
376,169,0,0
535,170,0,0
0,171,1,0
533,172,0,0
349,173,0,0
396,174,0,0
238,175,0,0
330,176,0,0
316,177,0,0
46,178,1,0
273,179,0,0
278,180,0,0
19,181,0,0
165,182,0,0
164,183,0,0
221,184,1,0
218,185,0,0
448,186,0,0
302,187,0,0
178,188,0,0
242,189,0,0
266,190,0,0
435,191,0,0
457,192,0,0
33,193,0,0
528,194,0,0
75,195,0,0
283,196,1,0
370,197,1,0
495,198,0,0
269,199,0,0
122,200,0,0
224,201,0,0
229,202,0,0
340,203,0,0
158,204,0,0
310,205,1,0
161,206,0,0
323,207,0,0
192,208,0,0
405,209,0,0
456,210,0,0
86,211,0,0
213,212,0,0
336,213,0,0
335,214,0,0
525,215,0,0
152,216,1,0
14,217,0,0
131,218,0,0
205,219,0,0
419,220,0,0
378,221,0,0
172,222,1,0
239,223,1,0
343,224,0,0
39,225,1,0
237,226,0,0
445,227,0,0
534,228,0,0
82,229,0,0
143,230,0,0
212,231,0,0
261,232,1,0
44,233,0,0
341,234,0,0
344,235,0,0
38,236,0,0
96,237,0,0
521,238,0,0
5,239,0,0
80,240,0,0
84,241,0,0
170,242,0,0
248,243,0,0
352,244,1,0
311,245,0,0
334,246,1,0
332,247,1,0
119,248,0,0
196,249,0,0
184,250,0,0
132,251,0,0
25,252,0,0
385,253,1,0
412,254,0,0
529,255,0,0
162,256,0,0
202,257,0,0
135,258,0,0
225,259,0,0
98,260,0,0
279,261,1,0
78,262,0,0
267,263,0,0
62,264,0,0
12,265,0,0
7,266,0,0
410,267,0,0
424,268,1,0
411,269,0,0
371,270,0,0
447,271,0,0
235,272,0,0
508,273,0,0
280,274,0,0
203,275,0,0
147,276,0,0
505,277,0,0
345,278,0,0
426,279,0,0
128,280,0,0
491,281,1,0
186,282,0,0
42,283,0,0
537,284,1,0
363,285,0,0
490,286,0,0
464,287,0,0
57,288,0,0
299,289,1,0
166,290,0,0
397,291,0,0
268,292,0,0
337,293,0,0
523,294,0,0
160,295,0,0
369,296,1,0
398,297,0,0
201,298,0,0
191,299,0,0
355,300,0,0
108,301,0,0
256,302,0,0
204,303,0,0
394,304,0,0
262,305,0,0
24,306,0,0
83,307,0,0
117,308,1,0
459,309,0,0
133,310,0,0
65,311,0,0
64,312,0,0
71,313,1,0
430,314,0,0
486,315,1,0
92,316,1,0
49,317,0,0
168,318,1,0
487,319,1,0
258,320,0,0
26,321,0,0
393,322,0,0
473,323,0,0
503,324,0,0
85,325,0,0
227,326,0,0
220,327,1,0
285,328,0,0
484,329,0,0
63,330,0,0
357,331,1,0
433,332,0,0
34,333,0,0
76,334,0,0
374,335,0,0
425,336,0,0
375,337,0,0
190,338,0,0
134,339,1,0
146,340,0,0
516,341,0,0
59,342,1,0
359,343,0,0
420,344,0,0
427,345,0,0
390,346,0,0
291,347,0,0
130,348,0,0
400,349,0,0
500,350,0,0
458,351,1,0
58,352,0,0
151,353,1,0
432,354,1,0
51,355,1,0
327,356,1,0
251,357,1,0
284,358,0,0
193,359,1,0
207,360,1,0
113,361,0,1
368,362,1,1
265,363,1,1
36,364,1,1
272,365,0,1
72,366,1,1
199,367,0,1
260,368,1,1
247,369,1,1
308,370,0,1
216,371,0,1
497,372,1,1
219,373,0,1
452,374,1,1
109,375,1,1
48,376,1,1
331,377,0,1
539,378,0,1
351,379,0,1
149,380,0,1
446,381,0,1
215,382,1,1
384,383,1,1
434,384,0,1
522,385,1,1
467,386,0,1
319,387,0,1
89,388,0,1
472,389,0,1
438,390,1,1
287,391,0,1
257,392,1,1
60,393,0,1
197,394,1,1
450,395,0,1
415,396,1,1
315,397,1,1
303,398,0,1
531,399,0,1
470,400,1,1
139,401,1,1
511,402,0,1
8,403,1,1
37,404,1,1
282,405,0,1
348,406,1,1
182,407,1,1
120,408,1,1
222,409,1,1
104,410,1,1
102,411,1,1
481,412,0,1
118,413,1,1
112,414,1,1
101,415,0,1
114,416,0,1
140,417,0,1
314,418,1,1
358,419,0,1
366,420,1,1
296,421,1,1
297,422,0,1
250,423,1,1
381,424,1,1
10,425,1,1
408,426,1,1
121,427,1,1
157,428,1,1
156,429,0,1
514,430,1,1
153,431,0,1
180,432,1,1
79,433,1,1
240,434,1,1
116,435,1,1
520,436,1,1
4,437,0,1
477,438,0,1
111,439,1,1
469,440,0,1
243,441,0,1
88,442,1,1
263,443,1,1
443,444,1,1
478,445,1,1
40,446,1,1
174,447,0,1
67,448,1,1
428,449,0,1
281,450,1,1
50,451,0,1
416,452,1,1
480,453,0,1
465,454,1,1
245,455,0,1
230,456,1,1
226,457,1,1
264,458,1,1
3,459,1,1
244,460,1,1
28,461,0,1
189,462,1,1
462,463,1,1
301,464,0,1
209,465,1,1
392,466,1,1
466,467,1,1
276,468,0,1
362,469,1,1
9,470,1,1
123,471,0,1
255,472,0,1
17,473,0,1
107,474,1,1
127,475,0,1
502,476,1,1
510,477,1,1
148,478,0,1
513,479,1,1
382,480,1,1
455,481,1,1
181,482,1,1
453,483,0,1
29,484,1,1
159,485,1,1
354,486,1,1
53,487,1,1
31,488,0,1
103,489,1,1
418,490,1,1
429,491,1,1
195,492,1,1
320,493,0,1
176,494,1,1
361,495,1,1
233,496,1,1
461,497,1,1
403,498,0,1
246,499,0,1
275,500,0,1
1,501,0,1
518,502,1,1
373,503,1,1
506,504,0,1
175,505,1,1
200,506,1,1
150,507,0,1
95,508,1,1
519,509,1,1
56,510,1,1
167,511,1,1
210,512,0,1
474,513,1,1
318,514,1,1
333,515,1,1
439,516,1,1
23,517,1,1
21,518,1,1
97,519,1,1
494,520,1,1
253,521,1,1
66,522,1,1
329,523,1,1
295,524,1,1
328,525,1,1
270,526,1,1
94,527,1,1
169,528,1,1
407,529,1,1
155,530,1,1
74,531,1,1
223,532,1,1
421,533,1,1
422,534,1,1
77,535,0,1
536,536,1,1
55,537,1,1
194,538,1,1
488,539,1,1
47,540,0,1
