,Index,Predicted_values,original
233,1,0,0
53,2,0,0
63,3,0,0
371,4,0,0
86,5,0,0
378,6,0,0
142,7,0,0
518,8,1,0
278,9,0,0
329,10,0,0
383,11,0,0
3,12,0,0
300,13,0,0
337,14,0,0
202,15,0,0
185,16,0,0
527,17,0,0
254,18,0,0
444,19,1,0
141,20,1,0
277,21,1,0
456,22,0,0
122,23,0,0
473,24,0,0
137,25,0,0
49,26,0,0
149,27,0,0
469,28,0,0
134,29,0,0
168,30,0,0
531,31,0,0
322,32,0,0
331,33,0,0
135,34,0,0
481,35,0,0
313,36,0,0
474,37,0,0
375,38,0,0
477,39,0,0
163,40,0,0
425,41,0,0
530,42,0,0
114,43,0,0
399,44,0,0
244,45,0,0
339,46,0,0
181,47,0,0
311,48,0,0
376,49,0,0
71,50,0,0
111,51,1,0
58,52,0,0
340,53,0,0
364,54,0,0
187,55,1,0
522,56,0,0
328,57,0,0
245,58,0,0
249,59,0,0
332,60,0,0
54,61,0,0
57,62,0,0
500,63,0,0
319,64,0,0
487,65,0,0
353,66,0,0
400,67,0,0
447,68,0,0
539,69,0,0
218,70,0,0
189,71,0,0
271,72,0,0
208,73,0,0
284,74,0,0
7,75,0,0
366,76,0,0
164,77,0,0
68,78,0,0
13,79,0,0
351,80,0,0
529,81,0,0
152,82,0,0
248,83,0,0
118,84,1,0
92,85,0,0
42,86,0,0
508,87,0,0
38,88,0,0
478,89,0,0
272,90,0,0
395,91,0,0
64,92,0,0
401,93,0,0
154,94,1,0
87,95,0,0
238,96,0,0
223,97,1,0
31,98,0,0
230,99,0,0
33,100,0,0
84,101,0,0
73,102,0,0
110,103,0,0
398,104,0,0
184,105,0,0
390,106,0,0
426,107,0,0
265,108,0,0
232,109,0,0
293,110,0,0
422,111,0,0
196,112,0,0
470,113,0,0
438,114,0,0
294,115,0,0
129,116,0,0
180,117,0,0
374,118,0,0
451,119,0,0
192,120,0,0
367,121,1,0
90,122,0,0
251,123,1,0
39,124,0,0
450,125,0,0
215,126,0,0
243,127,1,0
1,128,0,0
439,129,0,0
511,130,0,0
402,131,0,0
289,132,0,0
133,133,0,0
169,134,1,0
301,135,0,0
165,136,0,0
75,137,0,0
537,138,0,0
475,139,0,0
368,140,0,0
534,141,0,0
370,142,0,0
69,143,0,0
19,144,0,0
442,145,0,0
55,146,0,0
113,147,0,0
179,148,0,0
102,149,0,0
488,150,0,0
59,151,0,0
499,152,1,0
423,153,1,0
157,154,0,0
274,155,0,0
369,156,0,0
285,157,0,0
513,158,0,0
349,159,0,0
538,160,0,0
468,161,0,0
352,162,0,0
153,163,0,0
528,164,0,0
396,165,0,0
18,166,0,0
299,167,1,0
292,168,0,0
486,169,1,0
506,170,1,0
342,171,1,0
61,172,0,0
8,173,0,0
465,174,1,0
260,175,1,0
112,176,1,0
82,177,0,0
360,178,1,0
158,179,1,0
239,180,1,0
229,181,0,0
41,182,1,0
327,183,0,0
81,184,0,0
358,185,0,0
415,186,1,0
445,187,1,0
525,188,1,0
307,189,1,0
222,190,1,0
45,191,0,0
435,192,0,0
12,193,1,0
507,194,0,0
14,195,1,0
37,196,0,0
476,197,1,0
382,198,0,0
463,199,0,0
535,200,0,0
120,201,0,0
336,202,0,0
255,203,0,0
267,204,0,0
388,205,0,0
126,206,0,0
491,207,1,0
409,208,0,0
204,209,0,0
434,210,0,0
397,211,0,0
323,212,0,0
429,213,1,0
116,214,0,0
40,215,0,0
520,216,0,0
480,217,0,0
461,218,0,0
408,219,0,0
95,220,0,0
20,221,0,0
209,222,0,0
432,223,0,0
253,224,0,0
357,225,0,0
490,226,0,0
404,227,0,0
250,228,0,0
269,229,0,0
155,230,0,0
224,231,0,0
227,232,0,0
304,233,0,0
417,234,0,0
455,235,0,0
23,236,0,0
412,237,0,0
190,238,0,0
212,239,0,0
85,240,0,0
47,241,0,0
283,242,0,0
10,243,0,0
298,244,0,0
532,245,0,0
191,246,0,0
125,247,0,0
524,248,0,0
334,249,0,0
131,250,0,0
440,251,0,0
103,252,0,0
389,253,0,0
171,254,0,0
496,255,0,0
458,256,0,0
194,257,0,0
517,258,0,0
280,259,0,0
485,260,0,0
411,261,0,0
493,262,0,0
512,263,0,0
291,264,0,0
148,265,0,0
108,266,0,0
457,267,0,0
150,268,0,0
170,269,0,0
60,270,0,0
344,271,0,0
394,272,0,0
420,273,0,0
27,274,0,0
66,275,0,0
492,276,0,0
303,277,0,0
104,278,0,0
172,279,0,0
449,280,0,0
178,281,0,0
355,282,0,0
489,283,0,0
166,284,0,0
143,285,0,0
5,286,0,0
219,287,0,0
130,288,0,0
268,289,0,0
121,290,0,0
302,291,0,0
431,292,0,0
128,293,0,0
22,294,0,0
11,295,0,0
24,296,0,0
67,297,0,0
330,298,0,0
211,299,0,0
156,300,0,0
259,301,0,0
345,302,0,0
497,303,0,0
136,304,0,0
428,305,0,0
161,306,0,0
318,307,0,0
242,308,0,0
78,309,0,0
79,310,1,0
98,311,0,0
88,312,1,0
504,313,1,0
99,314,0,0
320,315,0,0
448,316,0,0
216,317,0,0
296,318,0,0
281,319,0,0
484,320,0,0
144,321,0,0
115,322,1,0
519,323,0,0
386,324,0,0
263,325,1,0
424,326,0,0
177,327,1,0
221,328,0,0
501,329,1,0
173,330,0,0
188,331,1,0
32,332,0,0
365,333,0,0
471,334,0,0
50,335,0,0
182,336,0,0
356,337,0,0
4,338,0,0
419,339,0,0
343,340,0,0
483,341,0,0
275,342,0,0
380,343,0,0
270,344,0,0
46,345,0,0
312,346,0,0
93,347,0,0
405,348,0,0
407,349,0,0
392,350,0,0
276,351,0,0
100,352,0,0
462,353,0,0
381,354,0,0
377,355,0,0
418,356,0,0
17,357,0,0
443,358,0,0
257,359,0,0
309,360,0,0
454,361,0,1
314,362,1,1
231,363,0,1
393,364,0,1
354,365,1,1
140,366,0,1
467,367,0,1
175,368,0,1
503,369,0,1
226,370,0,1
9,371,0,1
403,372,0,1
335,373,1,1
472,374,0,1
258,375,1,1
117,376,1,1
350,377,1,1
205,378,1,1
421,379,1,1
273,380,1,1
237,381,1,1
495,382,0,1
162,383,1,1
533,384,0,1
252,385,1,1
279,386,1,1
28,387,1,1
74,388,1,1
286,389,1,1
80,390,1,1
195,391,1,1
225,392,1,1
446,393,1,1
94,394,0,1
414,395,1,1
200,396,1,1
35,397,1,1
214,398,1,1
282,399,1,1
261,400,1,1
305,401,1,1
441,402,1,1
44,403,1,1
514,404,1,1
234,405,1,1
217,406,1,1
105,407,1,1
430,408,1,1
247,409,1,1
124,410,1,1
459,411,1,1
176,412,1,1
494,413,1,1
308,414,1,1
201,415,1,1
536,416,1,1
228,417,1,1
21,418,0,1
333,419,0,1
203,420,1,1
160,421,1,1
348,422,1,1
186,423,0,1
510,424,0,1
197,425,1,1
509,426,1,1
206,427,1,1
452,428,1,1
240,429,1,1
34,430,0,1
139,431,1,1
29,432,1,1
2,433,1,1
52,434,1,1
310,435,1,1
151,436,1,1
406,437,1,1
138,438,1,1
256,439,1,1
262,440,1,1
315,441,1,1
0,442,1,1
363,443,1,1
453,444,1,1
119,445,1,1
167,446,1,1
70,447,1,1
183,448,1,1
466,449,1,1
413,450,1,1
241,451,1,1
316,452,1,1
72,453,1,1
83,454,0,1
317,455,1,1
30,456,1,1
16,457,1,1
385,458,1,1
246,459,1,1
43,460,1,1
437,461,0,1
297,462,0,1
326,463,0,1
235,464,0,1
460,465,0,1
521,466,1,1
372,467,0,1
127,468,1,1
436,469,1,1
498,470,1,1
287,471,0,1
306,472,0,1
193,473,0,1
387,474,1,1
464,475,1,1
65,476,1,1
505,477,1,1
123,478,1,1
101,479,1,1
159,480,1,1
51,481,1,1
516,482,1,1
325,483,1,1
198,484,1,1
526,485,1,1
107,486,1,1
362,487,1,1
482,488,0,1
199,489,1,1
146,490,1,1
321,491,1,1
479,492,1,1
523,493,1,1
76,494,1,1
264,495,1,1
379,496,1,1
132,497,1,1
502,498,1,1
96,499,1,1
15,500,1,1
213,501,1,1
145,502,1,1
341,503,1,1
210,504,1,1
361,505,0,1
338,506,0,1
359,507,0,1
290,508,1,1
109,509,0,1
48,510,1,1
373,511,1,1
416,512,1,1
36,513,1,1
147,514,1,1
433,515,1,1
56,516,1,1
77,517,1,1
207,518,1,1
220,519,0,1
6,520,1,1
346,521,1,1
295,522,0,1
89,523,1,1
427,524,1,1
391,525,0,1
266,526,1,1
236,527,1,1
91,528,1,1
347,529,0,1
106,530,1,1
62,531,1,1
97,532,1,1
174,533,0,1
26,534,1,1
410,535,1,1
25,536,0,1
288,537,0,1
384,538,0,1
515,539,1,1
324,540,1,1
