,Index,Predicted_values,original
375,1,0,0
22,2,0,0
401,3,0,0
221,4,0,0
257,5,0,0
143,6,0,0
135,7,0,0
89,8,0,0
47,9,0,0
449,10,0,0
242,11,0,0
36,12,0,0
253,13,0,0
193,14,0,0
83,15,0,0
496,16,0,0
335,17,0,0
35,18,0,0
213,19,0,0
201,20,0,0
99,21,0,0
246,22,0,0
27,23,0,0
391,24,0,0
77,25,0,0
168,26,0,0
10,27,0,0
44,28,0,0
161,29,0,0
160,30,0,0
131,31,0,0
396,32,0,0
174,33,0,0
183,34,0,0
76,35,0,0
244,36,0,0
281,37,0,0
3,38,0,0
215,39,0,0
260,40,0,0
125,41,0,0
300,42,0,0
491,43,0,0
346,44,0,0
111,45,0,0
227,46,0,0
276,47,0,0
341,48,0,0
340,49,0,0
199,50,0,0
536,51,0,0
95,52,0,0
467,53,0,0
39,54,0,0
445,55,0,0
185,56,0,0
498,57,0,0
86,58,0,0
138,59,0,0
410,60,0,0
159,61,0,0
90,62,0,0
362,63,0,0
118,64,0,0
518,65,0,0
414,66,0,0
170,67,0,0
68,68,0,0
133,69,0,0
323,70,0,0
74,71,0,0
32,72,0,0
532,73,0,0
320,74,0,0
12,75,0,0
119,76,0,0
137,77,0,0
348,78,0,0
178,79,0,0
305,80,0,0
106,81,0,0
233,82,0,0
270,83,0,0
403,84,0,0
202,85,0,0
475,86,1,0
431,87,0,0
459,88,0,0
473,89,0,0
517,90,0,0
412,91,0,0
129,92,0,0
295,93,0,0
370,94,0,0
519,95,0,0
465,96,1,0
358,97,0,0
271,98,0,0
357,99,0,0
116,100,0,0
91,101,0,0
353,102,0,0
274,103,0,0
500,104,0,0
13,105,0,0
279,106,0,0
501,107,0,0
190,108,0,0
301,109,0,0
298,110,0,0
7,111,0,0
413,112,0,0
62,113,0,0
385,114,0,0
442,115,0,0
156,116,0,0
418,117,0,0
345,118,0,0
306,119,0,0
426,120,0,0
195,121,0,0
376,122,0,0
231,123,0,0
379,124,0,0
238,125,0,0
218,126,0,0
277,127,0,0
140,128,0,0
476,129,0,0
150,130,0,0
422,131,0,0
264,132,0,0
82,133,0,0
404,134,0,0
191,135,0,0
78,136,0,0
408,137,0,0
45,138,0,0
40,139,0,0
432,140,0,0
15,141,0,0
511,142,0,0
248,143,0,0
489,144,0,0
453,145,0,0
294,146,0,0
73,147,0,0
136,148,0,0
355,149,0,0
347,150,0,0
529,151,0,0
149,152,0,0
493,153,0,0
