,Index,Predicted_values,original
387,1,0,0
140,2,0,0
417,3,0,0
518,4,0,0
6,5,0,0
308,6,0,0
309,7,0,0
96,8,0,0
468,9,0,0
215,10,0,0
200,11,0,0
412,12,0,0
72,13,0,0
486,14,0,0
171,15,0,0
234,16,0,0
285,17,0,0
467,18,0,0
190,19,0,0
99,20,0,0
332,21,0,0
492,22,0,0
203,23,0,0
65,24,0,0
478,25,0,0
179,26,0,0
16,27,0,0
350,28,0,0
251,29,0,0
275,30,0,0
336,31,0,0
24,32,1,0
193,33,0,0
386,34,0,0
19,35,0,0
290,36,0,0
249,37,0,0
182,38,0,0
132,39,0,0
279,40,0,0
281,41,0,0
41,42,0,0
333,43,0,0
191,44,0,0
185,45,0,0
498,46,0,0
181,47,0,0
294,48,0,0
36,49,0,0
410,50,0,0
295,51,0,0
229,52,0,0
113,53,0,0
436,54,0,0
170,55,0,0
534,56,0,0
202,57,0,0
327,58,0,0
45,59,0,0
146,60,0,0
522,61,0,0
300,62,0,0
273,63,1,0
422,64,0,0
196,65,0,0
373,66,0,0
1,67,0,0
114,68,0,0
375,69,0,0
180,70,0,0
210,71,0,0
235,72,0,0
270,73,0,0
306,74,0,0
404,75,0,0
357,76,0,0
168,77,0,0
360,78,0,0
208,79,0,0
507,80,0,0
147,81,0,0
227,82,0,0
385,83,0,0
489,84,0,0
516,85,0,0
529,86,0,0
430,87,0,0
79,88,0,0
301,89,0,0
139,90,0,0
107,91,0,0
173,92,0,0
325,93,0,0
433,94,0,0
369,95,0,0
136,96,0,0
389,97,0,0
365,98,0,0
499,99,0,0
439,100,0,0
505,101,0,0
424,102,0,0
0,103,0,0
49,104,0,0
302,105,0,0
482,106,0,0
528,107,0,0
221,108,0,0
458,109,0,0
367,110,0,0
477,111,0,0
512,112,0,0
495,113,0,0
361,114,0,0
8,115,0,0
233,116,0,0
299,117,0,0
268,118,0,0
398,119,0,0
121,120,0,0
397,121,0,0
267,122,0,0
59,123,0,0
69,124,0,0
163,125,0,0
48,126,0,0
320,127,0,0
201,128,0,0
371,129,0,0
329,130,0,0
432,131,0,0
155,132,0,0
322,133,0,0
490,134,0,0
317,135,0,0
86,136,0,0
226,137,0,0
307,138,0,0
377,139,0,0
402,140,0,0
356,141,1,0
101,142,0,0
250,143,0,0
470,144,0,0
535,145,0,0
257,146,0,0
127,147,0,0
451,148,0,0
109,149,0,0
55,150,0,0
271,151,0,0
177,152,0,0
363,153,0,0
447,154,0,0
400,155,0,0
286,156,0,0
276,157,0,0
438,158,0,0
396,159,0,0
292,160,0,0
539,161,0,0
81,162,0,0
530,163,0,0
58,164,0,0
491,165,0,0
73,166,0,0
102,167,0,0
184,168,0,0
21,169,0,0
269,170,0,0
511,171,0,0
435,172,0,0
465,173,0,0
219,174,0,0
532,175,0,0
406,176,0,0
533,177,0,0
32,178,0,0
355,179,0,0
483,180,0,0
354,181,0,0
296,182,0,0
493,183,0,0
272,184,0,0
239,185,0,0
212,186,0,0
262,187,0,0
204,188,0,0
110,189,0,0
419,190,0,0
230,191,0,0
194,192,0,0
222,193,0,0
314,194,0,0
47,195,1,0
531,196,0,0
213,197,0,0
135,198,0,0
466,199,0,0
169,200,0,0
343,201,0,0
474,202,0,0
28,203,0,0
416,204,0,0
241,205,0,0
166,206,0,0
44,207,0,0
75,208,0,0
160,209,0,0
246,210,0,0
149,211,0,0
464,212,0,0
223,213,0,0
501,214,0,0
23,215,0,0
519,216,0,0
159,217,0,0
484,218,1,0
137,219,0,0
188,220,0,0
100,221,0,0
418,222,0,0
25,223,0,0
359,224,0,0
207,225,0,0
157,226,0,0
60,227,0,0
83,228,0,0
315,229,0,0
411,230,0,0
131,231,0,0
20,232,0,0
496,233,0,0
54,234,0,0
485,235,0,0
195,236,0,0
469,237,0,0
305,238,0,0
209,239,0,0
176,240,0,0
487,241,0,0
93,242,0,0
228,243,0,0
18,244,0,0
383,245,1,0
187,246,0,0
46,247,0,0
379,248,0,0
27,249,0,0
162,250,0,0
245,251,0,0
37,252,0,0
95,253,0,0
151,254,1,0
216,255,0,0
393,256,0,0
82,257,0,0
399,258,0,0
431,259,0,0
443,260,0,0
303,261,0,0
144,262,0,0
304,263,0,0
345,264,0,0
427,265,0,0
382,266,0,0
459,267,0,0
134,268,0,0
520,269,0,0
409,270,0,0
471,271,0,0
341,272,0,0
324,273,0,0
445,274,0,0
348,275,0,0
148,276,0,0
29,277,1,0
7,278,0,0
321,279,0,0
364,280,0,0
380,281,0,0
38,282,0,0
473,283,0,0
220,284,0,0
237,285,0,0
43,286,0,0
138,287,1,0
17,288,0,0
224,289,0,0
141,290,0,0
293,291,0,0
260,292,0,0
508,293,0,0
128,294,0,0
328,295,0,0
330,296,1,0
515,297,0,0
175,298,1,0
453,299,0,0
429,300,0,0
455,301,0,0
523,302,1,0
77,303,1,0
502,304,1,0
15,305,1,0
30,306,1,0
370,307,0,0
444,308,0,0
480,309,1,0
117,310,0,0
282,311,1,0
231,312,0,0
236,313,0,0
503,314,0,0
89,315,1,0
129,316,0,0
506,317,0,0
287,318,0,0
334,319,0,0
66,320,0,0
2,321,0,0
248,322,0,0
353,323,0,0
428,324,0,0
434,325,0,0
50,326,0,0
152,327,0,0
481,328,0,0
94,329,0,0
342,330,0,0
189,331,0,0
461,332,0,0
205,333,0,0
57,334,0,0
256,335,0,0
510,336,0,0
472,337,0,0
340,338,0,0
372,339,0,0
537,340,0,0
78,341,1,0
392,342,0,0
133,343,1,0
145,344,0,0
513,345,0,0
74,346,1,0
85,347,0,0
26,348,1,0
289,349,0,0
5,350,0,0
449,351,0,0
91,352,0,0
164,353,0,0
39,354,0,0
366,355,0,0
33,356,0,0
53,357,0,0
381,358,1,0
87,359,0,0
298,360,0,0
441,361,0,1
56,362,0,1
76,363,0,1
206,364,0,1
186,365,1,1
420,366,1,1
142,367,1,1
218,368,0,1
71,369,1,1
440,370,1,1
280,371,1,1
311,372,0,1
524,373,0,1
244,374,0,1
500,375,1,1
183,376,1,1
90,377,1,1
14,378,1,1
126,379,1,1
104,380,1,1
31,381,1,1
326,382,1,1
425,383,1,1
111,384,0,1
120,385,1,1
318,386,1,1
283,387,1,1
112,388,1,1
178,389,1,1
450,390,1,1
310,391,1,1
388,392,1,1
116,393,1,1
253,394,1,1
165,395,1,1
119,396,1,1
263,397,1,1
358,398,1,1
154,399,1,1
374,400,1,1
349,401,1,1
391,402,1,1
414,403,1,1
156,404,1,1
514,405,1,1
288,406,1,1
460,407,1,1
252,408,1,1
264,409,1,1
331,410,1,1
463,411,1,1
527,412,1,1
362,413,1,1
265,414,1,1
395,415,1,1
476,416,1,1
456,417,1,1
405,418,1,1
437,419,1,1
130,420,1,1
52,421,1,1
217,422,1,1
172,423,1,1
538,424,1,1
118,425,1,1
352,426,1,1
517,427,1,1
277,428,1,1
12,429,1,1
521,430,1,1
232,431,1,1
123,432,1,1
421,433,1,1
254,434,1,1
504,435,1,1
122,436,1,1
84,437,1,1
390,438,1,1
344,439,1,1
197,440,1,1
105,441,1,1
214,442,1,1
316,443,1,1
106,444,1,1
211,445,1,1
64,446,1,1
70,447,0,1
488,448,1,1
199,449,1,1
335,450,1,1
368,451,1,1
313,452,1,1
153,453,1,1
67,454,1,1
347,455,1,1
509,456,1,1
384,457,1,1
407,458,1,1
68,459,0,1
108,460,1,1
479,461,1,1
150,462,1,1
40,463,1,1
158,464,1,1
494,465,1,1
259,466,1,1
408,467,1,1
88,468,1,1
97,469,1,1
319,470,0,1
323,471,1,1
174,472,1,1
243,473,1,1
11,474,1,1
378,475,1,1
35,476,1,1
337,477,1,1
63,478,1,1
426,479,1,1
266,480,1,1
526,481,1,1
161,482,1,1
536,483,1,1
258,484,1,1
242,485,1,1
10,486,1,1
442,487,1,1
448,488,1,1
261,489,1,1
274,490,0,1
475,491,1,1
92,492,1,1
13,493,1,1
125,494,1,1
198,495,1,1
98,496,1,1
3,497,1,1
4,498,1,1
376,499,1,1
80,500,1,1
297,501,1,1
103,502,1,1
394,503,1,1
446,504,1,1
403,505,1,1
423,506,1,1
143,507,1,1
291,508,1,1
312,509,1,1
284,510,1,1
351,511,1,1
413,512,1,1
462,513,1,1
192,514,1,1
278,515,1,1
452,516,1,1
167,517,0,1
238,518,1,1
457,519,1,1
454,520,1,1
401,521,1,1
115,522,1,1
22,523,1,1
247,524,0,1
255,525,1,1
415,526,1,1
9,527,0,1
525,528,1,1
42,529,1,1
62,530,1,1
61,531,1,1
240,532,0,1
124,533,1,1
338,534,0,1
34,535,1,1
225,536,1,1
51,537,1,1
346,538,0,1
497,539,1,1
339,540,0,1
